transaction_id,center_id,part_id,loai,so_luong,ngay,ticket_code
1325,6,18,XUAT,1,2025-01-01,BH-007121/2025
1326,6,26,XUAT,1,2025-01-02,BH-000111/2025
1327,1,20,XUAT,1,2025-01-02,BH-001029/2025
1328,5,34,XUAT,1,2025-01-02,BH-003014/2025
1329,2,53,XUAT,1,2025-01-02,BH-003696/2025
1330,1,141,XUAT,1,2025-01-02,BH-003805/2025
1331,3,177,XUAT,1,2025-01-02,BH-005439/2025
1332,4,64,XUAT,1,2025-01-02,BH-006041/2025
1333,6,17,XUAT,2,2025-01-02,BH-007104/2025
1334,5,141,XUAT,2,2025-01-03,BH-000284/2025
1335,5,18,NHAP,5,2025-01-03,
1336,4,17,XUAT,2,2025-01-03,BH-001614/2025
1337,5,22,XUAT,1,2025-01-03,BH-002214/2025
1338,5,8,XUAT,1,2025-01-04,BH-000043/2025
1339,3,83,XUAT,1,2025-01-04,BH-000727/2025
1340,3,112,XUAT,1,2025-01-04,BH-002991/2025
1341,2,131,XUAT,1,2025-01-04,BH-003238/2025
1342,5,126,XUAT,1,2025-01-04,BH-003617/2025
1343,6,26,XUAT,1,2025-01-04,BH-003645/2025
1344,5,22,XUAT,1,2025-01-04,BH-003924/2025
1345,4,105,XUAT,1,2025-01-04,BH-004164/2025
1346,3,22,XUAT,2,2025-01-04,BH-004646/2025
1347,3,99,NHAP,28,2025-01-04,
1348,2,39,XUAT,1,2025-01-04,BH-004994/2025
1349,1,46,XUAT,1,2025-01-04,BH-006091/2025
1350,2,45,XUAT,1,2025-01-05,BH-001463/2025
1351,2,169,XUAT,1,2025-01-05,BH-002162/2025
1352,2,2,XUAT,1,2025-01-05,BH-002899/2025
1353,3,140,XUAT,1,2025-01-05,BH-003912/2025
1354,2,122,XUAT,1,2025-01-05,BH-006944/2025
1355,3,37,XUAT,1,2025-01-06,BH-001578/2025
1356,4,86,XUAT,1,2025-01-06,BH-002580/2025
1357,4,109,XUAT,1,2025-01-06,BH-004722/2025
1358,2,18,XUAT,1,2025-01-06,BH-005789/2025
1359,1,150,NHAP,11,2025-01-07,
1360,6,102,XUAT,1,2025-01-07,BH-000704/2025
1361,5,155,XUAT,1,2025-01-07,BH-001527/2025
1362,1,85,XUAT,1,2025-01-07,BH-003907/2025
1363,4,124,XUAT,1,2025-01-07,BH-005120/2025
1364,3,58,NHAP,28,2025-01-07,
1365,4,76,XUAT,1,2025-01-08,BH-001257/2025
1366,1,146,NHAP,11,2025-01-08,
1367,6,39,XUAT,1,2025-01-08,BH-001713/2025
1368,4,4,XUAT,1,2025-01-08,BH-001978/2025
1369,4,165,XUAT,1,2025-01-08,BH-002535/2025
1370,6,11,XUAT,1,2025-01-09,BH-000091/2025
1371,6,175,XUAT,1,2025-01-09,BH-000756/2025
1372,5,28,XUAT,1,2025-01-09,BH-000971/2025
1373,2,70,XUAT,1,2025-01-09,BH-002010/2025
1374,6,70,XUAT,1,2025-01-09,BH-002104/2025
1375,5,112,XUAT,1,2025-01-09,BH-002275/2025
1376,2,63,XUAT,1,2025-01-09,BH-002618/2025
1377,1,129,XUAT,1,2025-01-09,BH-005614/2025
1378,6,143,XUAT,1,2025-01-09,BH-006475/2025
1379,3,71,NHAP,30,2025-01-09,
1380,5,176,NHAP,12,2025-01-10,
1381,5,124,XUAT,1,2025-01-10,BH-000666/2025
1382,5,1,XUAT,1,2025-01-10,BH-001638/2025
1383,2,73,XUAT,1,2025-01-10,BH-005490/2025
1384,1,20,XUAT,1,2025-01-10,BH-005613/2025
1385,6,9,XUAT,1,2025-01-10,BH-005693/2025
1386,5,73,NHAP,14,2025-01-10,
1387,6,88,XUAT,1,2025-01-10,BH-007589/2025
1388,2,142,XUAT,1,2025-01-10,BH-007708/2025
1389,1,178,XUAT,1,2025-01-11,BH-002118/2025
1390,6,54,XUAT,1,2025-01-11,BH-002740/2025
1391,6,29,XUAT,1,2025-01-11,BH-003997/2025
1392,3,23,XUAT,1,2025-01-12,BH-006177/2025
1393,3,17,XUAT,1,2025-01-12,BH-007308/2025
1394,1,167,XUAT,1,2025-01-13,BH-002362/2025
1395,2,8,XUAT,1,2025-01-13,BH-004886/2025
1396,6,92,XUAT,1,2025-01-13,BH-007440/2025
1397,4,29,XUAT,2,2025-01-14,BH-000219/2025
1398,2,52,XUAT,1,2025-01-14,BH-001256/2025
1399,6,159,XUAT,1,2025-01-14,BH-002034/2025
1400,1,166,XUAT,2,2025-01-14,BH-002283/2025
1401,3,177,XUAT,1,2025-01-14,BH-003231/2025
1402,2,131,XUAT,1,2025-01-14,BH-003450/2025
1403,6,178,XUAT,1,2025-01-15,BH-001765/2025
1404,2,149,XUAT,1,2025-01-15,BH-003397/2025
1405,6,81,XUAT,1,2025-01-15,BH-003778/2025
1406,1,153,XUAT,1,2025-01-15,BH-004104/2025
1407,4,48,XUAT,1,2025-01-15,BH-004950/2025
1408,1,13,XUAT,1,2025-01-15,BH-006983/2025
1409,1,74,XUAT,1,2025-01-15,BH-007334/2025
1410,6,133,XUAT,1,2025-01-15,BH-007736/2025
1411,1,45,XUAT,1,2025-01-16,BH-005976/2025
1412,5,107,XUAT,1,2025-01-16,BH-007414/2025
1413,6,124,XUAT,1,2025-01-16,BH-007626/2025
1414,5,133,XUAT,1,2025-01-17,BH-000491/2025
1415,5,147,XUAT,1,2025-01-17,BH-001255/2025
1416,1,176,XUAT,2,2025-01-17,BH-001566/2025
1417,4,27,XUAT,1,2025-01-17,BH-001737/2025
1418,5,24,XUAT,1,2025-01-17,BH-004347/2025
1419,2,64,XUAT,1,2025-01-17,BH-005225/2025
1420,1,134,XUAT,1,2025-01-17,BH-005580/2025
1421,6,61,XUAT,1,2025-01-17,BH-006658/2025
1422,1,92,XUAT,1,2025-01-18,BH-005530/2025
1423,4,29,XUAT,1,2025-01-18,BH-006262/2025
1424,1,24,XUAT,1,2025-01-18,BH-007072/2025
1425,4,116,XUAT,1,2025-01-19,BH-000389/2025
1426,6,22,XUAT,1,2025-01-19,BH-001798/2025
1427,4,27,XUAT,1,2025-01-19,BH-005034/2025
1428,1,164,XUAT,1,2025-01-19,BH-005994/2025
1429,5,107,XUAT,1,2025-01-19,BH-006397/2025
1430,6,91,XUAT,1,2025-01-19,BH-007374/2025
1431,2,19,XUAT,1,2025-01-19,BH-007485/2025
1432,6,104,XUAT,1,2025-01-19,BH-007498/2025
1433,2,178,XUAT,1,2025-01-20,BH-000206/2025
1434,6,151,XUAT,1,2025-01-20,BH-002414/2025
1435,4,174,XUAT,1,2025-01-20,BH-002552/2025
1436,2,166,XUAT,1,2025-01-20,BH-002624/2025
1437,1,144,XUAT,1,2025-01-20,BH-002880/2025
1438,4,150,XUAT,1,2025-01-20,BH-004368/2025
1439,2,86,XUAT,1,2025-01-20,BH-005228/2025
1440,2,165,XUAT,1,2025-01-20,BH-007738/2025
1441,3,180,NHAP,28,2025-01-21,
1442,6,150,XUAT,2,2025-01-21,BH-003796/2025
1443,1,14,XUAT,2,2025-01-21,BH-004157/2025
1444,3,128,XUAT,2,2025-01-21,BH-004990/2025
1445,5,98,XUAT,2,2025-01-21,BH-005167/2025
1446,6,170,XUAT,1,2025-01-21,BH-006103/2025
1447,3,39,XUAT,1,2025-01-22,BH-001074/2025
1448,4,125,XUAT,1,2025-01-22,BH-002379/2025
1449,6,122,XUAT,1,2025-01-22,BH-003023/2025
1450,5,152,XUAT,1,2025-01-22,BH-003203/2025
1451,4,14,NHAP,28,2025-01-22,
1452,5,128,XUAT,1,2025-01-22,BH-007592/2025
1453,4,41,XUAT,1,2025-01-23,BH-003602/2025
1454,4,86,XUAT,1,2025-01-23,BH-004523/2025
1455,6,150,XUAT,1,2025-01-23,BH-004937/2025
1456,6,90,XUAT,1,2025-01-23,BH-005960/2025
1457,1,155,XUAT,1,2025-01-23,BH-007059/2025
1458,6,63,XUAT,1,2025-01-24,BH-000124/2025
1459,4,32,XUAT,1,2025-01-24,BH-000712/2025
1460,5,162,XUAT,1,2025-01-24,BH-001717/2025
1461,1,18,XUAT,1,2025-01-24,BH-003300/2025
1462,4,22,XUAT,1,2025-01-24,BH-003447/2025
1463,4,30,NHAP,21,2025-01-24,
1464,2,138,XUAT,1,2025-01-24,BH-003828/2025
1465,6,76,XUAT,1,2025-01-24,BH-004949/2025
1466,2,103,XUAT,1,2025-01-24,BH-005277/2025
1467,3,123,XUAT,1,2025-01-24,BH-005641/2025
1468,5,166,XUAT,1,2025-01-24,BH-005891/2025
1469,1,80,XUAT,1,2025-01-24,BH-006019/2025
1470,2,1,XUAT,2,2025-01-24,BH-007309/2025
1471,2,4,XUAT,1,2025-01-25,BH-001778/2025
1472,3,130,XUAT,1,2025-01-25,BH-001884/2025
1473,2,94,XUAT,1,2025-01-25,BH-002008/2025
1474,2,163,NHAP,15,2025-01-25,
1475,3,53,XUAT,1,2025-01-25,BH-003600/2025
1476,6,67,XUAT,1,2025-01-25,BH-004140/2025
1477,5,111,XUAT,1,2025-01-25,BH-004370/2025
1478,5,112,XUAT,1,2025-01-25,BH-004857/2025
1479,1,16,XUAT,2,2025-01-25,BH-006667/2025
1480,2,147,XUAT,1,2025-01-25,BH-006832/2025
1481,6,129,XUAT,1,2025-01-26,BH-002553/2025
1482,1,36,XUAT,2,2025-01-26,BH-003351/2025
1483,3,149,NHAP,29,2025-01-26,
1484,1,166,XUAT,1,2025-01-26,BH-005114/2025
1485,6,29,XUAT,1,2025-01-26,BH-007273/2025
1486,6,27,NHAP,22,2025-01-26,
1487,4,32,XUAT,1,2025-01-27,BH-000631/2025
1488,6,50,XUAT,1,2025-01-27,BH-000813/2025
1489,5,125,XUAT,2,2025-01-27,BH-002246/2025
1490,3,22,XUAT,1,2025-01-27,BH-002510/2025
1491,1,157,XUAT,1,2025-01-27,BH-004102/2025
1492,3,71,XUAT,1,2025-01-27,BH-004753/2025
1493,1,120,XUAT,1,2025-01-27,BH-005943/2025
1494,5,159,NHAP,17,2025-01-27,
1495,1,18,XUAT,1,2025-01-28,BH-000699/2025
1496,4,105,XUAT,1,2025-01-28,BH-000887/2025
1497,4,73,XUAT,1,2025-01-28,BH-004232/2025
1498,5,33,XUAT,1,2025-01-28,BH-006268/2025
1499,4,24,XUAT,2,2025-01-28,BH-006483/2025
1500,1,118,XUAT,1,2025-01-29,BH-001125/2025
1501,4,156,XUAT,1,2025-01-29,BH-003143/2025
1502,6,48,XUAT,1,2025-01-29,BH-003213/2025
1503,2,55,XUAT,2,2025-01-29,BH-005750/2025
1504,4,85,NHAP,9,2025-01-30,
1505,2,138,XUAT,1,2025-01-30,BH-000169/2025
1506,2,130,XUAT,1,2025-01-30,BH-001886/2025
1507,6,86,XUAT,1,2025-01-30,BH-002945/2025
1508,3,94,XUAT,1,2025-01-30,BH-003579/2025
1509,1,2,NHAP,13,2025-01-30,
1510,6,6,XUAT,1,2025-01-30,BH-005726/2025
1511,6,84,XUAT,1,2025-01-30,BH-005739/2025
1512,4,127,XUAT,1,2025-01-31,BH-000336/2025
1513,2,173,XUAT,1,2025-01-31,BH-000390/2025
1514,1,95,XUAT,1,2025-01-31,BH-004418/2025
1515,3,126,NHAP,18,2025-01-31,
1516,2,67,XUAT,1,2025-01-31,BH-006184/2025
1517,6,93,XUAT,1,2025-01-31,BH-006682/2025
1518,2,132,XUAT,1,2025-02-01,BH-002611/2025
1519,4,49,XUAT,1,2025-02-01,BH-003092/2025
1520,4,72,NHAP,5,2025-02-01,
1521,6,148,XUAT,1,2025-02-02,BH-001280/2025
1522,2,163,XUAT,1,2025-02-02,BH-004268/2025
1523,2,81,XUAT,1,2025-02-03,BH-000759/2025
1524,1,81,XUAT,1,2025-02-03,BH-001957/2025
1525,6,146,NHAP,16,2025-02-03,
1526,4,26,XUAT,1,2025-02-03,BH-003941/2025
1527,1,118,XUAT,1,2025-02-03,BH-004958/2025
1528,6,150,XUAT,1,2025-02-03,BH-004992/2025
1529,1,125,XUAT,1,2025-02-03,BH-006298/2025
1530,6,61,XUAT,1,2025-02-03,BH-006390/2025
1531,3,46,XUAT,2,2025-02-03,BH-007071/2025
1532,6,131,XUAT,1,2025-02-03,BH-007791/2025
1533,1,141,XUAT,1,2025-02-04,BH-002007/2025
1534,3,22,XUAT,1,2025-02-04,BH-002596/2025
1535,1,88,XUAT,1,2025-02-05,BH-000920/2025
1536,1,59,XUAT,1,2025-02-05,BH-002483/2025
1537,6,131,XUAT,1,2025-02-05,BH-005446/2025
1538,6,61,XUAT,1,2025-02-05,BH-005996/2025
1539,2,60,XUAT,1,2025-02-06,BH-000516/2025
1540,4,167,XUAT,1,2025-02-06,BH-000545/2025
1541,5,48,XUAT,1,2025-02-06,BH-001877/2025
1542,5,124,XUAT,1,2025-02-06,BH-001956/2025
1543,2,42,XUAT,1,2025-02-06,BH-002979/2025
1544,5,2,XUAT,1,2025-02-06,BH-006183/2025
1545,4,175,XUAT,1,2025-02-06,BH-006996/2025
1546,3,12,XUAT,1,2025-02-06,BH-007127/2025
1547,5,39,XUAT,1,2025-02-06,BH-007310/2025
1548,6,150,XUAT,2,2025-02-07,BH-002630/2025
1549,3,73,XUAT,1,2025-02-07,BH-002632/2025
1550,3,140,XUAT,1,2025-02-07,BH-005480/2025
1551,5,77,XUAT,1,2025-02-07,BH-005688/2025
1552,5,141,XUAT,1,2025-02-07,BH-006654/2025
1553,2,137,XUAT,1,2025-02-07,BH-006982/2025
1554,3,157,XUAT,1,2025-02-07,BH-007283/2025
1555,4,78,XUAT,1,2025-02-08,BH-000127/2025
1556,4,34,XUAT,1,2025-02-08,BH-000687/2025
1557,6,100,XUAT,1,2025-02-08,BH-000890/2025
1558,4,146,XUAT,1,2025-02-08,BH-001585/2025
1559,2,92,XUAT,1,2025-02-08,BH-005414/2025
1560,4,119,XUAT,1,2025-02-09,BH-000019/2025
1561,3,97,XUAT,1,2025-02-09,BH-000248/2025
1562,6,37,XUAT,1,2025-02-09,BH-001885/2025
1563,1,1,XUAT,1,2025-02-09,BH-002985/2025
1564,5,60,NHAP,23,2025-02-09,
1565,1,24,XUAT,1,2025-02-09,BH-004029/2025
1566,1,158,NHAP,11,2025-02-09,
1567,6,151,XUAT,1,2025-02-10,BH-000816/2025
1568,5,166,XUAT,1,2025-02-10,BH-001075/2025
1569,2,94,XUAT,1,2025-02-10,BH-002500/2025
1570,4,122,XUAT,1,2025-02-10,BH-003122/2025
1571,6,79,XUAT,1,2025-02-10,BH-003368/2025
1572,2,46,XUAT,1,2025-02-10,BH-004398/2025
1573,6,126,XUAT,1,2025-02-10,BH-005009/2025
1574,5,111,XUAT,1,2025-02-10,BH-007458/2025
1575,4,107,XUAT,1,2025-02-10,BH-007568/2025
1576,1,83,XUAT,1,2025-02-11,BH-000928/2025
1577,3,80,XUAT,1,2025-02-11,BH-001646/2025
1578,3,135,XUAT,1,2025-02-11,BH-001913/2025
1579,1,179,NHAP,5,2025-02-11,
1580,4,66,XUAT,1,2025-02-12,BH-000132/2025
1581,1,159,XUAT,1,2025-02-12,BH-000152/2025
1582,2,72,XUAT,2,2025-02-12,BH-000557/2025
1583,6,63,XUAT,1,2025-02-12,BH-001690/2025
1584,2,18,XUAT,1,2025-02-12,BH-002437/2025
1585,2,68,XUAT,1,2025-02-12,BH-003309/2025
1586,6,53,XUAT,1,2025-02-12,BH-003444/2025
1587,2,88,XUAT,1,2025-02-12,BH-004378/2025
1588,5,33,XUAT,2,2025-02-12,BH-005417/2025
1589,2,168,XUAT,1,2025-02-12,BH-006508/2025
1590,5,157,XUAT,2,2025-02-12,BH-006569/2025
1591,6,160,XUAT,1,2025-02-13,BH-000396/2025
1592,6,5,XUAT,1,2025-02-13,BH-001759/2025
1593,5,142,XUAT,1,2025-02-13,BH-002271/2025
1594,6,27,XUAT,1,2025-02-13,BH-002844/2025
1595,4,102,XUAT,1,2025-02-13,BH-003159/2025
1596,5,88,XUAT,1,2025-02-13,BH-004526/2025
1597,3,105,XUAT,1,2025-02-13,BH-004828/2025
1598,3,164,XUAT,1,2025-02-13,BH-006147/2025
1599,6,11,XUAT,1,2025-02-14,BH-000329/2025
1600,6,37,XUAT,1,2025-02-14,BH-001521/2025
1601,1,180,XUAT,1,2025-02-14,BH-002633/2025
1602,1,127,NHAP,23,2025-02-15,
1603,2,108,XUAT,1,2025-02-15,BH-002329/2025
1604,1,119,XUAT,1,2025-02-15,BH-004638/2025
1605,1,144,XUAT,1,2025-02-16,BH-000403/2025
1606,5,160,XUAT,1,2025-02-16,BH-000913/2025
1607,2,109,XUAT,1,2025-02-16,BH-001909/2025
1608,3,20,XUAT,1,2025-02-16,BH-002374/2025
1609,3,174,XUAT,1,2025-02-16,BH-003016/2025
1610,5,175,XUAT,1,2025-02-16,BH-003765/2025
1611,6,106,XUAT,1,2025-02-16,BH-004575/2025
1612,3,122,XUAT,1,2025-02-16,BH-006347/2025
1613,5,9,XUAT,1,2025-02-16,BH-006555/2025
1614,4,22,XUAT,1,2025-02-16,BH-006678/2025
1615,6,27,XUAT,1,2025-02-16,BH-006915/2025
1616,1,101,XUAT,1,2025-02-16,BH-007794/2025
1617,4,164,XUAT,1,2025-02-17,BH-001974/2025
1618,3,94,XUAT,1,2025-02-17,BH-003506/2025
1619,4,148,XUAT,1,2025-02-17,BH-004328/2025
1620,4,83,XUAT,1,2025-02-17,BH-004449/2025
1621,5,138,XUAT,1,2025-02-17,BH-005118/2025
1622,4,132,XUAT,1,2025-02-17,BH-005265/2025
1623,4,116,XUAT,1,2025-02-17,BH-007357/2025
1624,6,151,XUAT,1,2025-02-18,BH-001222/2025
1625,4,62,NHAP,18,2025-02-18,
1626,1,9,XUAT,2,2025-02-18,BH-003751/2025
1627,3,171,XUAT,1,2025-02-18,BH-004550/2025
1628,3,99,XUAT,2,2025-02-18,BH-005908/2025
1629,3,82,XUAT,1,2025-02-18,BH-006335/2025
1630,1,158,XUAT,1,2025-02-19,BH-000680/2025
1631,4,91,XUAT,1,2025-02-19,BH-002075/2025
1632,2,109,XUAT,1,2025-02-19,BH-002401/2025
1633,1,81,XUAT,1,2025-02-19,BH-005329/2025
1634,2,56,XUAT,1,2025-02-19,BH-007528/2025
1635,6,170,XUAT,1,2025-02-20,BH-000575/2025
1636,3,51,XUAT,1,2025-02-20,BH-002089/2025
1637,3,69,XUAT,2,2025-02-20,BH-003381/2025
1638,5,101,XUAT,1,2025-02-20,BH-003487/2025
1639,1,166,XUAT,1,2025-02-20,BH-004473/2025
1640,1,120,XUAT,2,2025-02-20,BH-004651/2025
1641,3,168,XUAT,1,2025-02-21,BH-004073/2025
1642,6,170,XUAT,1,2025-02-21,BH-004245/2025
1643,3,69,XUAT,1,2025-02-21,BH-007002/2025
1644,3,19,XUAT,1,2025-02-21,BH-007659/2025
1645,3,172,XUAT,1,2025-02-21,BH-007771/2025
1646,3,63,XUAT,2,2025-02-22,BH-001856/2025
1647,5,166,XUAT,1,2025-02-22,BH-002957/2025
1648,4,152,XUAT,1,2025-02-22,BH-006099/2025
1649,6,35,XUAT,1,2025-02-22,BH-007705/2025
1650,6,1,XUAT,1,2025-02-23,BH-000092/2025
1651,6,72,XUAT,1,2025-02-23,BH-000493/2025
1652,1,83,XUAT,1,2025-02-23,BH-006133/2025
1653,5,103,XUAT,1,2025-02-23,BH-007664/2025
1654,4,42,XUAT,2,2025-02-24,BH-003432/2025
1655,5,1,XUAT,1,2025-02-24,BH-004046/2025
1656,1,167,XUAT,1,2025-02-24,BH-004468/2025
1657,5,40,XUAT,1,2025-02-24,BH-004751/2025
1658,6,43,XUAT,1,2025-02-24,BH-004912/2025
1659,2,64,XUAT,1,2025-02-24,BH-006861/2025
1660,1,137,XUAT,1,2025-02-24,BH-007603/2025
1661,2,74,XUAT,1,2025-02-25,BH-002525/2025
1662,4,5,XUAT,1,2025-02-25,BH-004173/2025
1663,2,36,XUAT,1,2025-02-25,BH-005810/2025
1664,6,102,XUAT,1,2025-02-26,BH-000767/2025
1665,4,180,XUAT,2,2025-02-26,BH-000921/2025
1666,5,96,XUAT,1,2025-02-26,BH-001106/2025
1667,3,68,XUAT,1,2025-02-26,BH-001392/2025
1668,5,116,XUAT,1,2025-02-26,BH-001826/2025
1669,4,110,XUAT,1,2025-02-26,BH-005877/2025
1670,4,60,XUAT,1,2025-02-26,BH-006758/2025
1671,3,177,XUAT,1,2025-02-26,BH-007478/2025
1672,1,144,XUAT,1,2025-02-27,BH-002836/2025
1673,6,67,XUAT,2,2025-02-27,BH-003745/2025
1674,6,132,XUAT,1,2025-02-27,BH-004162/2025
1675,3,165,XUAT,1,2025-02-27,BH-004540/2025
1676,5,102,NHAP,18,2025-02-27,
1677,2,21,XUAT,1,2025-02-28,BH-000953/2025
1678,6,126,XUAT,1,2025-02-28,BH-001682/2025
1679,6,127,XUAT,1,2025-02-28,BH-003658/2025
1680,2,9,XUAT,2,2025-02-28,BH-004668/2025
1681,4,26,XUAT,1,2025-03-01,BH-001299/2025
1682,3,123,XUAT,1,2025-03-01,BH-001644/2025
1683,3,102,XUAT,1,2025-03-01,BH-002609/2025
1684,6,175,XUAT,1,2025-03-01,BH-003374/2025
1685,2,73,XUAT,1,2025-03-01,BH-005421/2025
1686,5,171,XUAT,1,2025-03-01,BH-006747/2025
1687,3,93,XUAT,1,2025-03-01,BH-006918/2025
1688,6,106,XUAT,1,2025-03-02,BH-000059/2025
1689,3,102,XUAT,1,2025-03-02,BH-000397/2025
1690,5,124,XUAT,1,2025-03-02,BH-002143/2025
1691,1,120,XUAT,1,2025-03-02,BH-002780/2025
1692,5,74,XUAT,1,2025-03-02,BH-003771/2025
1693,3,54,XUAT,1,2025-03-02,BH-005489/2025
1694,3,57,XUAT,1,2025-03-02,BH-005842/2025
1695,3,31,XUAT,1,2025-03-02,BH-006171/2025
1696,6,104,XUAT,1,2025-03-02,BH-006409/2025
1697,1,96,XUAT,1,2025-03-02,BH-007556/2025
1698,1,88,XUAT,1,2025-03-03,BH-000335/2025
1699,5,39,XUAT,1,2025-03-03,BH-001453/2025
1700,5,111,XUAT,2,2025-03-03,BH-003383/2025
1701,4,94,XUAT,1,2025-03-03,BH-003939/2025
1702,5,116,XUAT,2,2025-03-03,BH-004612/2025
1703,2,24,XUAT,2,2025-03-03,BH-005206/2025
1704,4,62,XUAT,2,2025-03-03,BH-006437/2025
1705,2,99,XUAT,1,2025-03-03,BH-007077/2025
1706,1,116,XUAT,1,2025-03-04,BH-001248/2025
1707,5,141,XUAT,1,2025-03-04,BH-002565/2025
1708,6,173,XUAT,1,2025-03-04,BH-002729/2025
1709,5,43,XUAT,1,2025-03-04,BH-003933/2025
1710,5,3,XUAT,1,2025-03-04,BH-007026/2025
1711,5,146,XUAT,1,2025-03-05,BH-001361/2025
1712,1,121,XUAT,1,2025-03-05,BH-001398/2025
1713,3,140,XUAT,1,2025-03-05,BH-001755/2025
1714,1,132,XUAT,1,2025-03-05,BH-003867/2025
1715,5,71,XUAT,1,2025-03-05,BH-004201/2025
1716,6,135,XUAT,1,2025-03-05,BH-004774/2025
1717,2,149,XUAT,1,2025-03-05,BH-005512/2025
1718,6,161,XUAT,1,2025-03-05,BH-006574/2025
1719,5,23,XUAT,2,2025-03-05,BH-006753/2025
1720,3,81,XUAT,1,2025-03-06,BH-001062/2025
1721,4,180,XUAT,1,2025-03-06,BH-002490/2025
1722,1,88,XUAT,1,2025-03-06,BH-002526/2025
1723,5,74,NHAP,10,2025-03-06,
1724,1,5,XUAT,1,2025-03-06,BH-004010/2025
1725,4,69,NHAP,21,2025-03-06,
1726,3,20,XUAT,1,2025-03-06,BH-007475/2025
1727,5,128,XUAT,1,2025-03-06,BH-007566/2025
1728,1,72,XUAT,2,2025-03-07,BH-000950/2025
1729,3,33,XUAT,1,2025-03-07,BH-001328/2025
1730,5,175,XUAT,1,2025-03-07,BH-002793/2025
1731,1,99,XUAT,1,2025-03-07,BH-003406/2025
1732,4,78,XUAT,2,2025-03-07,BH-003460/2025
1733,2,38,XUAT,1,2025-03-07,BH-005132/2025
1734,5,107,XUAT,1,2025-03-07,BH-005774/2025
1735,5,96,XUAT,1,2025-03-07,BH-006350/2025
1736,6,87,XUAT,1,2025-03-07,BH-006519/2025
1737,2,95,XUAT,2,2025-03-07,BH-007106/2025
1738,2,73,XUAT,1,2025-03-08,BH-001081/2025
1739,4,119,XUAT,1,2025-03-08,BH-002114/2025
1740,4,94,XUAT,1,2025-03-08,BH-007223/2025
1741,5,151,XUAT,1,2025-03-09,BH-004250/2025
1742,3,61,XUAT,1,2025-03-09,BH-005910/2025
1743,3,58,XUAT,1,2025-03-09,BH-006532/2025
1744,1,37,XUAT,1,2025-03-09,BH-006876/2025
1745,1,176,XUAT,1,2025-03-09,BH-007650/2025
1746,3,138,NHAP,13,2025-03-10,
1747,2,89,NHAP,11,2025-03-10,
1748,3,165,XUAT,1,2025-03-10,BH-003022/2025
1749,2,1,NHAP,28,2025-03-10,
1750,2,32,XUAT,1,2025-03-10,BH-006381/2025
1751,4,127,XUAT,1,2025-03-10,BH-007126/2025
1752,3,149,XUAT,1,2025-03-10,BH-007316/2025
1753,4,83,XUAT,1,2025-03-10,BH-007681/2025
1754,4,125,XUAT,1,2025-03-11,BH-000814/2025
1755,5,151,XUAT,1,2025-03-11,BH-000996/2025
1756,3,82,XUAT,1,2025-03-11,BH-001514/2025
1757,4,5,XUAT,1,2025-03-11,BH-002700/2025
1758,6,149,XUAT,1,2025-03-11,BH-004530/2025
1759,6,53,XUAT,1,2025-03-11,BH-005554/2025
1760,6,81,XUAT,1,2025-03-11,BH-006271/2025
1761,3,102,XUAT,1,2025-03-12,BH-000534/2025
1762,3,66,XUAT,1,2025-03-12,BH-001912/2025
1763,3,91,NHAP,18,2025-03-12,
1764,3,111,XUAT,1,2025-03-12,BH-007647/2025
1765,3,97,XUAT,2,2025-03-13,BH-001095/2025
1766,6,9,XUAT,2,2025-03-13,BH-001725/2025
1767,4,132,XUAT,1,2025-03-13,BH-002344/2025
1768,1,55,XUAT,1,2025-03-13,BH-003453/2025
1769,1,53,XUAT,1,2025-03-13,BH-003504/2025
1770,3,41,XUAT,1,2025-03-13,BH-004005/2025
1771,2,56,XUAT,2,2025-03-13,BH-004161/2025
1772,1,129,XUAT,1,2025-03-13,BH-004827/2025
1773,5,167,XUAT,1,2025-03-13,BH-006230/2025
1774,1,46,XUAT,1,2025-03-13,BH-006626/2025
1775,5,151,XUAT,1,2025-03-13,BH-006680/2025
1776,6,6,NHAP,23,2025-03-13,
1777,1,153,XUAT,1,2025-03-13,BH-006937/2025
1778,1,28,XUAT,1,2025-03-13,BH-007671/2025
1779,5,175,XUAT,1,2025-03-14,BH-001485/2025
1780,3,161,XUAT,1,2025-03-14,BH-003893/2025
1781,4,152,XUAT,1,2025-03-14,BH-003994/2025
1782,1,146,XUAT,1,2025-03-14,BH-004738/2025
1783,4,76,XUAT,1,2025-03-14,BH-005615/2025
1784,4,110,XUAT,1,2025-03-14,BH-005946/2025
1785,4,41,XUAT,1,2025-03-14,BH-007480/2025
1786,5,19,XUAT,1,2025-03-15,BH-001955/2025
1787,6,56,XUAT,1,2025-03-15,BH-005215/2025
1788,5,39,XUAT,1,2025-03-15,BH-005273/2025
1789,2,24,XUAT,1,2025-03-15,BH-006398/2025
1790,4,24,XUAT,1,2025-03-15,BH-006988/2025
1791,5,23,XUAT,1,2025-03-15,BH-007430/2025
1792,6,5,XUAT,1,2025-03-16,BH-000747/2025
1793,2,112,XUAT,1,2025-03-16,BH-000986/2025
1794,6,135,XUAT,1,2025-03-16,BH-001156/2025
1795,3,171,XUAT,1,2025-03-16,BH-003170/2025
1796,4,58,XUAT,1,2025-03-16,BH-004810/2025
1797,1,40,XUAT,1,2025-03-17,BH-000052/2025
1798,1,173,XUAT,1,2025-03-17,BH-000487/2025
