ticket_id,ticket_code,customer_id,serial_no,product_id,center_id,issue_desc,category_id,priority,status,technician_id,received_at,due_date,closed_at,is_warranty
728,BH-000728/2025,1617,SN873704705382,184,5,may bi ung dung tu thoat lien tuc bi tu tuan truoc,4,TRUNG_BINH,DA_DONG,9,2025-07-13 17:00,2025-07-16 17:00,2025-07-21 06:36,true
729,BH-000729/2024,39990,SN892338714843,285,5,tình trạng: cảm ứng chỗ được chỗ không đã thử khởi động lại không được,1,CAO,CHO_LINH_KIEN,17,2024-10-27 16:15,2024-10-28 16:15,,true
730,BH-000730/2025,11558,SN311093057339,196,1,may bi màn hình bị hở sáng viền dưới bị từ tuần trước,1,CAO,DA_DONG,1,2025-10-19 08:45,2025-10-20 08:45,2025-10-19 14:47,false
731,BH-000731/2025,44192,SN204979876191,66,3,may bi máy có tiếng kêu lạ bên trong mới bị 2 ngày nay,6,TRUNG_BINH,DA_DONG,3,2025-08-25 16:45,2025-08-28 16:45,2025-08-27 03:05,true
732,BH-000732/2024,16216,SN525136742977,135,4,KH NOI CAM UNG LOAN KHONG BAM DUOC KHACH CHUA TUNG SUA O DAU,1,CAO,HOAN_TAT,15,2024-10-04 11:45,2024-10-05 11:45,,true
733,BH-000733/2025,32630,SN310456709228,216,6,khách báo sạc đầy nhưng dùng 30 phút là sập nguồn xảy ra sau khi rơi,2,THAP,DA_DONG,18,2025-10-16 17:15,2025-10-21 17:15,2025-10-18 19:35,true
734,BH-000734/2025,4573,SN207336828811,172,5,khách báo máy không giữ được pin qua đêm,2,THAP,DA_DONG,9,2025-11-06 10:15,2025-11-11 10:15,2025-11-09 22:06,true
735,BH-000735/2024,23101,SN971859915253,65,3,kh nói màn hình nứt sau khi rơi bị từ tuần trước,1,CAO,DA_DONG,19,2024-12-17 16:45,2024-12-18 16:45,2024-12-18 04:36,true
736,BH-000736/2024,15011,SN139999112742,275,4,KHÁCH HÀNG PHẢN ÁNH ĐIỂM CHẾT TRÊN MÀN HÌNH BỊ TỪ TUẦN TRƯỚC,1,CAO,DA_DONG,34,2024-12-08 12:15,2024-12-09 12:15,2024-12-10 17:58,true
737,BH-000737/2026,4807,SN227839282129,309,1,kh nói pin chai chỉ còn dùng được nửa ngày xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,33,2026-08-04 15:00,2026-08-07 15:00,2026-08-11 12:06,false
738,BH-000738/2025,22679,SN684765757589,107,4,khách hàng phản ánh máy tự tắt khi còn 30% pin xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,4,2025-10-11 17:15,2025-10-14 17:15,2025-10-13 16:25,true
739,BH-000739/2025,937,SN415598240939,287,2,màn hình bị sọc dọc khách chưa từng sửa ở đâu,1,CAO,DA_DONG,8,2025-06-25 15:30,2025-06-26 15:30,2025-06-26 11:03,true
740,BH-000740/2025,51325,SN137178292473,26,4,màn hình bị ám vàng một góc khách chưa từng sửa ở đâu,1,CAO,DA_DONG,34,2025-03-23 12:30,2025-03-24 12:30,2025-03-23 19:03,false
741,BH-000741/2024,46829,SN646373714180,313,3,KHÁCH HÀNG PHẢN ÁNH CAMERA MỞ LÊN BỊ ĐEN MÀN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,4,THAP,DA_DONG,32,2024-11-10 11:15,2024-11-15 11:15,2024-11-13 17:00,true
742,BH-000742/2024,1472,SN502344936216,253,5,ứng dụng tự thoát liên tục xảy ra sau khi rơi,4,THAP,DA_DONG,26,2024-12-23 12:15,2024-12-28 12:15,2024-12-26 13:38,true
743,BH-000743/2026,19444,SN351070437824,7,3,may bi máy vào nước màn hình loang ố mới bị 2 ngày nay,5,CAO,DA_DONG,3,2026-06-25 09:15,2026-06-26 09:15,2026-06-25 17:50,true
744,BH-000744/2026,42168,SN130949097363,120,6,TÌNH TRẠNG: PIN NÓNG BẤT THƯỜNG KHI DÙNG XẢY RA SAU KHI RƠI,2,TRUNG_BINH,HOAN_TAT,23,2026-05-22 16:45,2026-05-25 16:45,,true
745,BH-000745/2026,40367,SN325363706342,167,1,kh nói màn hình nứt sau khi rơi khách chưa từng sửa ở đâu,1,CAO,DA_DONG,1,2026-07-15 12:15,2026-07-16 12:15,2026-07-16 05:40,true
746,BH-000746/2024,13914,SN277694743887,93,5,may bi cảm ứng loạn không bấm được bị từ tuần trước,1,CAO,DA_DONG,7,2024-12-27 09:00,2024-12-28 09:00,2024-12-27 21:38,true
747,BH-000747/2025,44784,SN507231962203,318,6,tình trạng: cổng sạc bị gãy chân khách chưa từng sửa ở đâu,3,TRUNG_BINH,DA_DONG,13,2025-03-16 08:30,2025-03-19 08:30,2025-03-23 00:36,true
748,BH-000748/2025,44824,SN138226684790,196,5,may bi màn hình bị hở sáng viền dưới bị từ tuần trước,1,CAO,DA_DONG,17,2025-06-08 12:00,2025-06-09 12:00,2025-06-10 15:18,false
749,BH-000749/2025,19232,SN926732092768,134,4,khách báo cảm ứng loạn không bấm được xảy ra sau khi rơi,1,CAO,HOAN_TAT,4,2025-10-15 13:15,2025-10-16 13:15,,true
750,BH-000750/2025,10587,SN600342903995,57,3,kh nói màn hình bị ám vàng một góc bị từ tuần trước,1,CAO,DA_DONG,22,2025-03-24 13:30,2025-03-25 13:30,2025-03-25 04:29,true
751,BH-000751/2025,47436,SN362618575395,305,1,may bi cổng sạc bám bụi không tiếp xúc đã thử khởi động lại không được,3,TRUNG_BINH,DA_DONG,1,2025-03-09 12:30,2025-03-12 12:30,2025-03-10 23:32,true
752,BH-000752/2025,8700,SN744585862467,147,2,khach bao wifi khong ket noi duoc sau cap nhat xay ra sau khi roi,4,THAP,DA_DONG,8,2025-08-28 15:00,2025-09-02 15:00,2025-08-30 07:24,false
753,BH-000753/2024,32883,SN746153001916,164,6,khách báo máy bị đổ nước ngọt vào không sạc được,5,CAO,DA_DONG,11,2024-10-08 08:45,2024-10-09 08:45,2024-10-08 17:06,true
754,BH-000754/2026,33756,SN115418522563,276,5,tình trạng: pin chai chỉ còn dùng được nửa ngày mới bị 2 ngày nay,2,TRUNG_BINH,DA_DONG,31,2026-07-10 10:15,2026-07-13 10:15,2026-07-16 20:49,true
755,BH-000755/2026,50962,SN721090540109,48,2,kh noi man hinh bi ho sang vien duoi da thu khoi dong lai khong duoc,1,THAP,DA_DONG,12,2026-07-22 17:00,2026-07-27 17:00,2026-07-24 08:29,false
756,BH-000756/2025,30657,SN851903716702,211,6,tình trạng: báo pin sai phần trăm nhảy loạn,2,TRUNG_BINH,DA_DONG,10,2025-01-09 12:00,2025-01-12 12:00,2025-01-15 18:11,true
757,BH-000757/2025,46366,SN756714323170,318,6,khach bao pin nong bat thuong khi dung bi tu tuan truoc,2,TRUNG_BINH,DA_DONG,28,2025-02-25 11:00,2025-02-28 11:00,2025-02-27 20:55,true
758,BH-000758/2025,11831,SN762385631531,164,3,tình trạng: pin tụt rất nhanh dùng 2 tiếng đã hết khách chưa từng sửa ở đâu,2,TRUNG_BINH,DA_DONG,36,2025-08-13 12:30,2025-08-16 12:30,2025-08-16 01:44,false
759,BH-000759/2025,18683,SN269280758318,16,2,khách hàng phản ánh pin chai chỉ còn dùng được nửa ngày,2,TRUNG_BINH,DA_DONG,5,2025-02-03 17:00,2025-02-06 17:00,2025-02-05 10:44,false
760,BH-000760/2025,50795,SN151300579313,272,6,khach hang phan anh roi bon rua may chap chon xay ra sau khi roi,5,CAO,DA_DONG,18,2025-10-15 17:30,2025-10-16 17:30,2025-10-16 02:35,true
761,BH-000761/2025,35582,SN277348013921,204,5,may bi báo pin sai phần trăm nhảy loạn máy còn bảo hành,2,TRUNG_BINH,DA_DONG,24,2025-03-19 14:30,2025-03-22 14:30,2025-03-20 17:59,true
762,BH-000762/2024,5117,SN811837015857,50,1,khach bao dien thoai dinh nuoc mua loa bi re moi bi 2 ngay nay,5,CAO,DA_DONG,20,2024-09-24 17:00,2024-09-25 17:00,2024-09-25 03:59,true
763,BH-000763/2024,41768,SN105054644106,176,2,khách hàng phản ánh cổng sạc bị gãy chân đã thử khởi động lại không được,3,TRUNG_BINH,DA_PHAN_CONG,30,2024-09-24 12:15,2024-09-27 12:15,,false
764,BH-000764/2026,40494,SN124572970004,75,2,cam sac may nong bat thuong da thu khoi dong lai khong duoc,3,THAP,DA_DONG,30,2026-03-27 10:45,2026-04-01 10:45,2026-03-29 10:44,true
765,BH-000765/2025,445,SN307501415660,203,2,pin tụt rất nhanh dùng 2 tiếng đã hết máy còn bảo hành,2,TRUNG_BINH,DA_DONG,8,2025-05-31 16:15,2025-06-03 16:15,2025-06-06 06:53,true
766,BH-000766/2025,43871,SN608810889638,64,6,kh nói máy rung liên tục không dừng đã thử khởi động lại không được,6,TRUNG_BINH,DA_DONG,28,2025-04-20 14:00,2025-04-23 14:00,2025-04-21 19:53,true
767,BH-000767/2025,48262,SN762913300882,49,6,kh nói chân sạc lỏng phải giữ mới sạc được mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,18,2025-02-26 11:15,2025-03-01 11:15,2025-02-28 14:29,true
768,BH-000768/2026,31509,SN680799447656,282,4,khách báo màn hình bị sọc dọc bị từ tuần trước,1,CAO,DA_DONG,34,2026-02-09 14:30,2026-02-10 14:30,2026-02-10 09:25,true
769,BH-000769/2026,1083,SN645699167317,139,5,khong cai duoc ung dung bao loi da thu khoi dong lai khong duoc,4,THAP,DA_DONG,24,2026-05-13 09:45,2026-05-18 09:45,2026-05-17 16:23,false
770,BH-000770/2025,51154,SN717548635109,300,5,khách báo máy chạy chậm giật lag sau khi cập nhật khách chưa từng sửa ở đâu,4,THAP,DA_DONG,35,2025-06-17 15:30,2025-06-22 15:30,2025-06-29 09:10,true
771,BH-000771/2024,2071,SN913364480426,68,1,may bi nút nguồn bị kẹt xảy ra sau khi rơi,6,TRUNG_BINH,DANG_XU_LY,20,2024-12-01 10:45,2024-12-04 10:45,,true
772,BH-000772/2025,47951,SN212405986040,109,3,KHÁCH BÁO MÁY PHỒNG PIN CẤN MÀN HÌNH KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,2,TRUNG_BINH,DA_DONG,3,2025-08-30 15:45,2025-09-02 15:45,2025-09-04 15:43,false
773,BH-000773/2026,23011,SN692446835709,91,2,may bi máy tự khởi động lại nhiều lần trong ngày máy còn bảo hành,4,THAP,DA_DONG,5,2026-06-24 08:15,2026-06-29 08:15,2026-07-05 19:57,true
774,BH-000774/2025,19683,SN545434256910,106,6,khách hàng phản ánh cắm sạc báo lỗi phụ kiện,3,TRUNG_BINH,DA_DONG,10,2025-03-17 11:30,2025-03-20 11:30,2025-03-18 18:27,false
775,BH-000775/2026,42416,SN755485404040,314,1,may bi màn hình nứt sau khi rơi khách chưa từng sửa ở đâu,1,CAO,DA_DONG,33,2026-05-28 08:45,2026-05-29 08:45,2026-05-28 18:23,true
776,BH-000776/2025,3567,SN495386645141,218,3,khách báo cảm ứng chỗ được chỗ không khách chưa từng sửa ở đâu,1,CAO,DA_DONG,3,2025-04-07 08:30,2025-04-08 08:30,2025-04-09 19:37,true
777,BH-000777/2025,30716,SN988844412126,110,1,khách hàng phản ánh máy rơi vào nước không lên nguồn khách chưa từng sửa ở đâu,5,CAO,DA_DONG,20,2025-02-27 09:45,2025-02-28 09:45,2025-02-28 07:06,true
778,BH-000778/2025,6754,SN521893611334,33,4,kh nói màn hình bị hở sáng viền dưới mới bị 2 ngày nay,1,CAO,DANG_XU_LY,15,2025-08-01 16:45,2025-08-02 16:45,,false
779,BH-000779/2026,3603,SN438366162797,233,6,tình trạng: máy tự tắt khi còn 30% pin,2,TRUNG_BINH,DA_DONG,23,2026-02-25 09:30,2026-02-28 09:30,2026-02-27 08:23,false
780,BH-000780/2025,20866,SN259615375003,275,3,tinh trang: man hinh den khong len may con bao hanh,1,CAO,DA_DONG,19,2025-06-03 11:15,2025-06-04 11:15,2025-06-04 07:34,true
781,BH-000781/2025,30909,SN770117091520,137,4,may bi dính nước biển máy nóng và tắt xảy ra sau khi rơi,5,CAO,CHO_LINH_KIEN,15,2025-04-11 09:30,2025-04-12 09:30,,true
782,BH-000782/2025,47605,SN707205144108,191,1,khách báo chân sạc lỏng phải giữ mới sạc được mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,20,2025-12-19 08:15,2025-12-22 08:15,2025-12-20 16:35,true
783,BH-000783/2024,19760,SN838274172785,164,2,may bi màn hình bị hở sáng viền dưới đã thử khởi động lại không được,1,CAO,CHO_LINH_KIEN,8,2024-10-26 14:30,2024-10-27 14:30,,true
784,BH-000784/2025,7149,SN724474689333,95,2,máy chạy chậm giật lag sau khi cập nhật xảy ra sau khi rơi,4,THAP,DANG_XU_LY,5,2025-02-02 10:30,2025-02-07 10:30,,true
785,BH-000785/2025,51604,SN577702727117,269,1,may bi màn hình xuất hiện vệt mực loang,1,CAO,DA_DONG,33,2025-10-13 16:00,2025-10-14 16:00,2025-10-14 04:14,true
786,BH-000786/2025,16082,SN141424697812,112,5,tinh trang: man hinh bi am vang mot goc,1,CAO,DA_DONG,17,2025-05-29 17:15,2025-05-30 17:15,2025-05-30 12:19,true
787,BH-000787/2026,46834,SN774517130375,309,4,khach bao sac day nhung dung 30 phut la sap nguon may con bao hanh,2,TRUNG_BINH,DANG_XU_LY,4,2026-04-30 09:45,2026-05-03 09:45,,false
788,BH-000788/2024,36234,SN657643956996,156,4,kh noi cam sac may nong bat thuong bi tu tuan truoc,3,TRUNG_BINH,HOAN_TAT,2,2024-11-20 15:30,2024-11-23 15:30,,true
789,BH-000789/2026,34177,SN862154127857,91,4,máy treo logo không vào được hệ điều hành đã thử khởi động lại không được,4,THAP,DA_DONG,21,2026-01-13 16:30,2026-01-18 16:30,2026-01-14 23:39,true
790,BH-000790/2025,49145,SN164792764614,126,5,KHÁCH HÀNG PHẢN ÁNH SẠC VÀO NHƯNG KHÔNG NHẬN CÁP KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,3,THAP,DA_DONG,26,2025-09-30 10:45,2025-10-05 10:45,2025-10-03 02:02,false
791,BH-000791/2025,29547,SN422215011014,161,6,KH NÓI MÀN HÌNH BỊ ÁM VÀNG MỘT GÓC,1,CAO,HOAN_TAT,11,2025-05-21 13:00,2025-05-22 13:00,,true
792,BH-000792/2025,52074,SN404534894251,69,2,KHÁCH HÀNG PHẢN ÁNH MÀN HÌNH ĐEN KHÔNG LÊN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,1,CAO,DA_DONG,25,2025-06-10 14:00,2025-06-11 14:00,2025-06-11 01:42,true
793,BH-000793/2025,49362,SN792403015551,3,3,man hinh xuat hien vet muc loang bi tu tuan truoc,1,CAO,DA_DONG,3,2025-01-05 14:45,2025-01-06 14:45,2025-01-06 10:55,true
794,BH-000794/2025,16750,SN163054250016,5,6,khách báo cảm ứng loạn không bấm được xảy ra sau khi rơi,1,TRUNG_BINH,DA_DONG,23,2025-09-07 13:15,2025-09-10 13:15,2025-09-08 23:02,true
795,BH-000795/2025,29736,SN126304617901,102,2,may bi điểm chết trên màn hình đã thử khởi động lại không được,1,CAO,CHO_LINH_KIEN,5,2025-01-12 15:30,2025-01-13 15:30,,true
796,BH-000796/2024,7004,SN109097937595,26,4,cảm ứng chỗ được chỗ không mới bị 2 ngày nay,1,CAO,DA_DONG,14,2024-11-29 10:00,2024-11-30 10:00,2024-11-29 19:11,true
797,BH-000797/2026,26318,SN143737269758,24,3,pin tụt rất nhanh dùng 2 tiếng đã hết khách chưa từng sửa ở đâu,2,TRUNG_BINH,DA_DONG,3,2026-05-28 13:00,2026-05-31 13:00,2026-05-30 16:35,true
798,BH-000798/2025,43393,SN631731992188,103,3,may bi màn hình xuất hiện vệt mực loang máy còn bảo hành,1,CAO,CHO_LINH_KIEN,38,2025-05-19 16:45,2025-05-20 16:45,,true
799,BH-000799/2025,42883,SN490301727930,259,3,loa ngoài rè không nghe rõ xảy ra sau khi rơi,6,THAP,DA_DONG,22,2025-12-26 08:00,2025-12-31 08:00,2025-12-27 15:28,true
800,BH-000800/2026,42033,SN694748731703,73,4,máy rơi vào nước không lên nguồn xảy ra sau khi rơi,5,THAP,DA_DONG,6,2026-05-11 16:45,2026-05-16 16:45,2026-05-13 13:26,true
801,BH-000801/2025,18173,SN592979240134,96,1,khach bao man hinh chop tat lien tuc bi tu tuan truoc,1,CAO,DA_DONG,1,2025-02-01 15:15,2025-02-02 15:15,2025-02-02 02:18,false
802,BH-000802/2026,45520,SN310092417926,23,6,may bi máy chạy chậm giật lag sau khi cập nhật đã thử khởi động lại không được,4,THAP,DA_DONG,18,2026-08-12 13:45,2026-08-17 13:45,2026-08-14 13:49,false
803,BH-000803/2026,37560,SN538941089967,61,3,cổng sạc bám bụi không tiếp xúc đã thử khởi động lại không được,3,TRUNG_BINH,DA_DONG,36,2026-01-16 12:00,2026-01-19 12:00,2026-01-24 01:53,false
804,BH-000804/2026,2529,SN727711132539,228,3,tình trạng: màn hình nứt sau khi rơi,1,TRUNG_BINH,DA_DONG,38,2026-02-04 12:30,2026-02-07 12:30,2026-02-06 13:47,true
805,BH-000805/2025,37973,SN788231542234,7,2,may bi may tu tat khi con 30% pin bi tu tuan truoc,2,TRUNG_BINH,DA_DONG,30,2025-02-14 10:30,2025-02-17 10:30,2025-02-15 23:14,true
806,BH-000806/2026,48798,SN802315922791,227,6,kh nói cảm ứng chỗ được chỗ không mới bị 2 ngày nay,1,CAO,DA_DONG,23,2026-02-05 12:00,2026-02-06 12:00,2026-02-05 21:27,true
807,BH-000807/2026,6765,SN484348375599,160,4,may bi cam ung loan khong bam duoc may con bao hanh,1,CAO,DA_DONG,4,2026-05-05 10:00,2026-05-06 10:00,2026-05-05 22:58,false
808,BH-000808/2025,9345,SN769958457598,245,6,khách hàng phản ánh pin sụt 20% chỉ sau vài phút bị từ tuần trước,2,TRUNG_BINH,DA_DONG,23,2025-02-27 08:00,2025-03-02 08:00,2025-02-28 06:50,true
809,BH-000809/2025,47978,SN268223824780,139,3,khách báo điện thoại dính nước mưa loa bị rè đã thử khởi động lại không được,5,THAP,DA_DONG,22,2025-03-28 17:00,2025-04-02 17:00,2025-04-01 08:50,true
810,BH-000810/2025,34118,SN222511918560,178,4,khách báo màn hình chớp tắt liên tục xảy ra sau khi rơi,1,CAO,CHO_LINH_KIEN,6,2025-04-11 12:45,2025-04-12 12:45,,false
811,BH-000811/2025,1515,SN702834487984,201,6,KHÁCH BÁO MÁY KHÔNG GIỮ ĐƯỢC PIN QUA ĐÊM KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,2,TRUNG_BINH,DA_DONG,28,2025-02-03 16:15,2025-02-06 16:15,2025-02-05 15:21,false
812,BH-000812/2025,33806,SN977973516185,55,6,màn hình đen không lên,1,CAO,DA_DONG,10,2025-04-21 13:45,2025-04-22 13:45,2025-04-23 09:36,false
813,BH-000813/2025,596,SN232601224359,106,6,tình trạng: máy treo logo không vào được hệ điều hành đã thử khởi động lại không được,4,THAP,DA_DONG,13,2025-01-27 13:00,2025-02-01 13:00,2025-01-30 04:12,true
814,BH-000814/2025,50390,SN382142482646,193,4,kh nói chân sạc lỏng phải giữ mới sạc được mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,4,2025-03-11 08:45,2025-03-14 08:45,2025-03-15 20:56,true
815,BH-000815/2025,30242,SN527156788380,318,5,kh nói sạc đầy nhưng dùng 30 phút là sập nguồn,2,TRUNG_BINH,DA_DONG,24,2025-01-14 11:45,2025-01-17 11:45,2025-01-16 07:57,true
816,BH-000816/2025,3613,SN916059154099,19,6,kh nói pin nóng bất thường khi dùng bị từ tuần trước,2,THAP,DA_DONG,13,2025-02-10 15:15,2025-02-15 15:15,2025-02-13 15:33,false
817,BH-000817/2024,47411,SN534052898569,184,2,kh nói điểm chết trên màn hình máy còn bảo hành,1,CAO,DA_DONG,25,2024-09-01 12:30,2024-09-02 12:30,2024-09-01 18:53,true
818,BH-000818/2026,2750,SN511312691863,317,1,khách hàng phản ánh cắm sạc máy nóng bất thường mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,33,2026-06-28 14:00,2026-07-01 14:00,2026-06-30 13:01,true
819,BH-000819/2026,6459,SN708206059228,202,3,sac vao nhung khong nhan cap da thu khoi dong lai khong duoc,3,TRUNG_BINH,DA_DONG,19,2026-08-25 08:15,2026-08-28 08:15,2026-08-26 03:53,true
820,BH-000820/2025,34997,SN902099526414,181,2,khach bao pin tut rat nhanh dung 2 tieng da het may con bao hanh,2,CAO,DA_DONG,5,2025-05-11 16:00,2025-05-12 16:00,2025-05-12 13:17,true
821,BH-000821/2026,52438,SN715697724824,292,6,khách báo wifi không kết nối được sau cập nhật máy còn bảo hành,4,THAP,DA_DONG,13,2026-07-12 17:15,2026-07-17 17:15,2026-07-14 02:04,true
822,BH-000822/2025,30721,SN783919324010,144,3,khach bao pin sut 20% chi sau vai phut,2,TRUNG_BINH,DA_DONG,19,2025-05-13 09:45,2025-05-16 09:45,2025-05-15 06:41,true
823,BH-000823/2026,34981,SN573820415407,293,4,tình trạng: máy tự tắt khi còn 30% pin,2,TRUNG_BINH,DA_DONG,21,2026-03-03 11:00,2026-03-06 11:00,2026-03-06 18:06,false
824,BH-000824/2026,51942,SN589562365960,127,3,tình trạng: màn hình xuất hiện vệt mực loang khách chưa từng sửa ở đâu,1,CAO,DA_DONG,32,2026-03-30 11:15,2026-03-31 11:15,2026-04-02 00:10,true
825,BH-000825/2024,14476,SN177700644104,90,4,tình trạng: wifi không kết nối được sau cập nhật xảy ra sau khi rơi,4,THAP,DA_DONG,34,2024-10-14 16:45,2024-10-19 16:45,2024-10-17 18:02,true
826,BH-000826/2026,45163,SN492233933159,249,3,pin nóng bất thường khi dùng máy còn bảo hành,2,TRUNG_BINH,DA_DONG,37,2026-07-22 14:30,2026-07-25 14:30,2026-07-23 17:28,true
827,BH-000827/2024,21283,SN509159844647,248,5,kh nói màn hình nứt sau khi rơi bị từ tuần trước,1,CAO,DA_DONG,35,2024-12-09 14:45,2024-12-10 14:45,2024-12-09 23:42,true
828,BH-000828/2025,33991,SN542016106661,293,2,kh nói chân sạc lỏng phải giữ mới sạc được mới bị 2 ngày nay,3,TRUNG_BINH,DA_DONG,25,2025-04-25 10:45,2025-04-28 10:45,2025-05-01 11:40,true
829,BH-000829/2025,13682,SN780874635073,200,4,khách báo sạc rất chậm mất cả đêm bị từ tuần trước,3,TRUNG_BINH,DA_DONG,21,2025-08-29 10:15,2025-09-01 10:15,2025-08-31 04:08,true
830,BH-000830/2025,29794,SN376675856203,138,1,khách báo máy không giữ được pin qua đêm bị từ tuần trước,2,TRUNG_BINH,DA_DONG,33,2025-11-03 15:45,2025-11-06 15:45,2025-11-04 22:13,true
831,BH-000831/2025,17529,SN551655562078,157,6,khách hàng phản ánh màn hình bị hở sáng viền dưới mới bị 2 ngày nay,1,CAO,DA_DONG,28,2025-09-30 12:30,2025-10-01 12:30,2025-09-30 23:47,true
832,BH-000832/2026,51924,SN771412835482,302,6,kh nói màn hình bị hở sáng viền dưới khách chưa từng sửa ở đâu,1,CAO,HOAN_TAT,11,2026-08-07 11:30,2026-08-08 11:30,,true
833,BH-000833/2025,18284,SN114539783310,91,3,khach hang phan anh man hinh bi am vang mot goc xay ra sau khi roi,1,CAO,DA_DONG,36,2025-03-17 17:00,2025-03-18 17:00,2025-03-18 07:34,true
834,BH-000834/2024,28416,SN482918771791,169,4,khách báo màn hình chớp tắt liên tục khách chưa từng sửa ở đâu,1,CAO,DA_DONG,21,2024-10-20 15:30,2024-10-21 15:30,2024-10-22 18:59,true
835,BH-000835/2024,10825,SN656516325689,80,1,khách hàng phản ánh máy vào nước màn hình loang ố đã thử khởi động lại không được,5,CAO,DA_DONG,33,2024-11-12 13:30,2024-11-13 13:30,2024-11-14 22:23,true
836,BH-000836/2025,42644,SN267885679032,211,6,may bi sạc rất chậm mất cả đêm,3,TRUNG_BINH,DA_DONG,13,2025-06-03 17:30,2025-06-06 17:30,2025-06-04 16:27,true
837,BH-000837/2026,24726,SN779821348145,267,1,khách hàng phản ánh máy chạy chậm giật lag sau khi cập nhật máy còn bảo hành,4,THAP,DA_DONG,1,2026-02-04 16:30,2026-02-09 16:30,2026-02-15 06:25,true
838,BH-000838/2025,22558,SN425812860837,300,3,tình trạng: sạc đầy nhưng dùng 30 phút là sập nguồn máy còn bảo hành,2,TRUNG_BINH,DA_DONG,36,2025-12-01 16:15,2025-12-04 16:15,2025-12-03 00:56,false
839,BH-000839/2025,33259,SN134364124386,150,4,khach bao man hinh chop tat lien tuc bi tu tuan truoc,1,TRUNG_BINH,DA_DONG,34,2025-12-01 12:15,2025-12-04 12:15,2025-12-02 12:11,true
840,BH-000840/2026,42225,SN386126247209,307,2,khach bao sac day nhung dung 30 phut la sap nguon may con bao hanh,2,TRUNG_BINH,DA_DONG,12,2026-06-13 12:45,2026-06-16 12:45,2026-06-15 17:46,false
841,BH-000841/2026,40556,SN117458137097,271,3,khach bao may chay cham giat lag sau khi cap nhat bi tu tuan truoc,4,THAP,CHO_LINH_KIEN,37,2026-04-13 08:30,2026-04-18 08:30,,true
842,BH-000842/2026,2054,SN110122391355,237,1,khách hàng phản ánh máy tự tắt khi còn 30% pin mới bị 2 ngày nay,2,TRUNG_BINH,DA_DONG,1,2026-08-18 17:45,2026-08-21 17:45,2026-08-19 21:26,true
843,BH-000843/2026,44174,SN368754563328,63,2,may bi điểm chết trên màn hình bị từ tuần trước,1,CAO,DA_DONG,30,2026-05-08 10:00,2026-05-09 10:00,2026-05-10 04:00,true
844,BH-000844/2024,18434,SN718147913882,64,1,kh nói màn hình bị hở sáng viền dưới mới bị 2 ngày nay,1,CAO,DA_DONG,33,2024-11-18 16:15,2024-11-19 16:15,2024-11-19 10:50,true
845,BH-000845/2026,21621,SN985347975812,268,2,khách hàng phản ánh cắm sạc máy nóng bất thường bị từ tuần trước,3,TRUNG_BINH,DA_DONG,8,2026-06-27 13:00,2026-06-30 13:00,2026-07-01 05:24,true
846,BH-000846/2026,22834,SN170979157285,123,5,may bi cổng sạc bám bụi không tiếp xúc bị từ tuần trước,3,TRUNG_BINH,DA_DONG,7,2026-07-03 08:45,2026-07-06 08:45,2026-07-05 04:00,false
847,BH-000847/2024,47423,SN806006536276,318,1,kh nói sạc đầy nhưng dùng 30 phút là sập nguồn xảy ra sau khi rơi,2,TRUNG_BINH,DA_DONG,33,2024-12-27 11:45,2024-12-30 11:45,2024-12-29 04:26,false
848,BH-000848/2024,5505,SN911555512872,129,2,khách báo sạc rất chậm mất cả đêm,3,TRUNG_BINH,DA_DONG,25,2024-09-14 09:00,2024-09-17 09:00,2024-09-15 11:55,true
849,BH-000849/2026,26504,SN879623414970,89,6,may co tieng keu la ben trong khach chua tung sua o dau,6,TRUNG_BINH,DA_DONG,18,2026-03-09 12:30,2026-03-12 12:30,2026-03-10 11:44,true
850,BH-000850/2026,12930,SN160299135545,244,4,tình trạng: màn hình xuất hiện vệt mực loang khách chưa từng sửa ở đâu,1,CAO,DA_DONG,16,2026-06-04 12:45,2026-06-05 12:45,2026-06-04 19:22,true
851,BH-000851/2026,29922,SN100461613813,4,3,kh nói máy tự khởi động lại nhiều lần trong ngày khách chưa từng sửa ở đâu,4,THAP,DA_DONG,27,2026-04-22 15:15,2026-04-27 15:15,2026-04-25 22:57,true
852,BH-000852/2026,14507,SN339469166212,271,5,khách báo máy bị đổ nước ngọt vào không sạc được,5,CAO,DA_DONG,26,2026-02-16 13:15,2026-02-17 13:15,2026-02-17 05:21,true
853,BH-000853/2026,8568,SN839257273529,170,5,khách báo máy vào nước màn hình loang ố,5,CAO,DA_DONG,17,2026-04-29 17:00,2026-04-30 17:00,2026-04-30 08:48,false
