order_id,product_id,so_luong,don_gia,thanh_tien
5411,11,1,33291000,33291000
5412,273,2,11990000,23980000
5412,282,1,7590500,7590500
5413,297,2,8541000,17082000
5414,4,1,320000,320000
5414,181,1,4990000,4990000
5415,173,1,18040500,18040500
5416,34,1,17091000,17091000
5417,218,1,1701000,1701000
5418,58,1,7490000,7490000
5419,168,1,27990000,27990000
5420,211,1,6490000,6490000
5421,244,1,28791000,28791000
5422,291,3,3315500,9946500
5422,251,1,27990000,27990000
5422,138,1,7490000,8239000
5423,182,1,36990000,36990000
5423,59,1,4491000,4491000
5424,32,1,11390500,11390500
5425,304,1,7191000,7191000
5426,23,1,33291000,33291000
5427,287,1,4740500,4740500
5427,137,1,3790500,3790500
5428,25,1,3490000,3490000
5428,114,1,31990000,31990000
5429,292,1,6490000,6490000
5430,159,1,12340500,12340500
5431,3,1,531000,531000
5431,6,1,5690500,5690500
5432,278,1,6490000,6490000
5433,317,1,28791000,28791000
5433,197,1,675000,675000
5434,223,1,5690500,5690500
5435,158,1,2990000,2990000
5436,253,1,1701000,1701000
5437,171,1,2490000,2490000
5438,252,1,250000,250000
5439,224,1,7590500,7590500
5440,127,2,6490000,12980000
5440,185,2,2990000,5980000
5441,27,1,12990000,12990000
5441,9,1,320000,320000
5442,96,1,2990000,2990000
5442,142,1,9490000,9490000
5443,141,1,5841000,5841000
5444,194,1,5841000,5841000
5445,171,2,2365500,4731000
5445,224,1,7191000,6471900
5446,46,1,7191000,7191000
5447,83,1,27990000,27990000
5447,31,1,6490000,6490000
5448,236,1,7990000,7990000
5449,299,1,3490000,3490000
5450,170,1,18040500,18040500
5451,61,1,750000,750000
5452,264,1,8991000,8991000
5452,275,2,5990000,11980000
5453,215,1,26590500,26590500
5453,100,1,9490500,9490500
5453,119,1,120000,120000
5454,102,1,2490000,2490000
5454,204,1,9490000,9490000
5455,314,2,26590500,53181000
5456,10,3,6490000,19470000
5457,79,1,190000,190000
5458,160,1,2691000,2691000
5459,126,1,5990000,5990000
5460,169,1,3315500,3315500
5460,158,1,2990000,2990000
5461,258,2,5990000,11980000
5461,149,1,31990000,31990000
5461,63,1,5990000,5990000
5462,298,1,6165500,6165500
5463,133,1,26590500,26590500
5463,181,1,4990000,4990000
5463,32,1,11990000,11990000
5464,51,2,405000,810000
5465,236,1,7191000,7191000
5466,180,1,2691000,2691000
5466,125,1,6165500,6165500
5467,247,1,11390500,11390500
5468,294,1,5990000,5990000
5468,7,1,6165500,6165500
5469,42,1,9490000,9490000
5469,47,1,6490000,6490000
5469,18,1,9490000,9490000
5470,189,1,1701000,1701000
5470,273,1,10791000,10791000
5471,264,1,9490500,9490500
5472,184,1,6490000,6490000
5472,138,1,7115500,7115500
5473,138,2,7490000,14980000
5473,34,1,18990000,18990000
5474,64,1,17091000,17091000
5475,54,1,7115500,7115500
5476,15,1,4990000,4990000
5477,103,1,22990000,22990000
5478,212,2,7990000,15980000
5479,156,1,27990000,27990000
5480,85,1,27990000,27990000
5481,246,1,675000,675000
5481,29,1,250000,250000
5481,199,1,36990000,36990000
5482,227,1,9990000,9990000
5483,255,1,26590500,26590500
5484,242,1,5990000,5990000
5485,193,1,36990000,36990000
5486,73,1,11990000,11990000
5487,18,1,9015500,9015500
5487,201,1,4740500,4740500
5487,183,1,2490000,2490000
5488,147,1,11390500,11390500
5488,146,1,5990000,5990000
5489,307,1,3490000,3490000
5490,194,1,6490000,6490000
5491,167,1,33291000,33291000
5492,249,1,320000,320000
5493,143,1,2490000,2490000
5494,229,1,250000,250000
5495,149,1,31990000,31990000
5495,166,1,3990000,3990000
5495,168,1,25191000,25191000
5496,250,1,180500,180500
5497,275,1,5990000,5990000
5498,255,1,27990000,27990000
5499,45,1,8541000,8541000
5500,211,1,5841000,5841000
5501,34,1,18990000,18990000
5502,115,1,31990000,31990000
5503,58,1,7490000,7490000
5503,209,1,8991000,8991000
5504,6,1,5690500,5690500
5504,215,1,27990000,27990000
5505,258,1,5990000,5990000
5506,219,1,7990000,7990000
5507,317,1,31990000,31990000
5508,142,1,8541000,8541000
5509,57,1,36990000,36990000
5510,157,1,7990000,7990000
5511,93,1,7191000,7191000
5511,206,2,531000,1062000
5511,99,1,12990000,12990000
5512,129,1,2691000,2691000
5512,15,1,4990000,4990000
5513,314,1,27990000,27990000
5514,172,1,3490000,3490000
5514,247,1,11990000,11990000
5515,312,1,4740500,4740500
5516,216,1,3591000,3591000
5517,174,2,4990000,9980000
5518,60,1,11990000,11990000
5519,160,1,2990000,2990000
5520,49,1,2365500,2365500
5520,170,2,18990000,37980000
5521,162,1,18990000,18990000
5521,107,1,304000,304000
5521,232,1,750000,750000
5522,207,1,3591000,3591000
5523,297,1,9015500,9015500
5524,100,1,8991000,8991000
5525,259,1,35140500,35140500
5526,282,1,7990000,7990000
5527,244,1,30390500,30390500
5528,319,1,2691000,2691000
5529,123,1,2365500,2365500
5529,184,3,6165500,18496500
5530,150,1,11691000,11691000
5531,60,1,11390500,11390500
5532,109,1,590000,590000
5532,187,1,4990000,4990000
5533,264,1,9490500,9490500
5534,101,1,18040500,18040500
5535,272,3,9490000,28470000
5536,104,1,18990000,18990000
5536,276,1,5841000,5841000
5536,21,2,7990000,15980000
5537,164,3,3790500,11371500
5538,2,1,36990000,36990000
5539,268,1,450000,450000
5540,283,1,9015500,9015500
5541,77,1,237500,237500
5542,299,2,3315500,6631000
5542,94,1,5990000,5990000
5543,168,1,27990000,27990000
5543,222,1,35140500,35140500
5543,235,1,3141000,3141000
5544,142,1,9490000,9490000
5544,316,1,2840500,2840500
5545,157,1,7191000,7191000
5546,193,1,36990000,36990000
5547,93,3,7990000,23970000
5548,245,2,9015500,18031000
5548,71,1,10791000,10791000
5549,30,1,6490000,6490000
5550,58,2,7490000,14980000
5551,50,1,9015500,9015500
5552,239,2,6490000,12980000
5553,199,1,35140500,35140500
5553,39,1,31990000,31990000
5554,66,1,675000,675000
5555,290,1,18990000,18990000
5555,70,1,1890000,1890000
5555,103,1,22990000,22990000
5556,235,1,3141000,3141000
5557,141,1,6490000,6490000
5558,186,3,8541000,25623000
5559,154,1,22990000,25289000
5560,69,1,4990000,4990000
5561,317,1,30390500,30390500
5562,86,1,17091000,17091000
5562,25,1,3490000,3490000
5563,142,2,8541000,17082000
5564,309,2,33291000,66582000
5564,275,1,5990000,5990000
5565,52,1,190000,190000
5565,105,1,9490000,10439000
5566,145,1,2990000,2990000
5567,272,1,9015500,9015500
5567,124,1,2990000,2990000
5568,319,1,2840500,2840500
5569,4,1,304000,304000
5570,87,1,4740500,4740500
5571,267,1,9490000,9490000
5572,202,1,11990000,11990000
5573,35,1,7590500,7590500
5574,137,1,3990000,3990000
5574,165,3,6490000,19470000
5575,141,1,5841000,5841000
5576,250,2,190000,380000
5576,82,1,2490000,2490000
5577,312,1,4990000,4990000
5577,141,1,6490000,6490000
5578,256,1,560500,560500
5579,166,1,3990000,3990000
5580,29,1,225000,225000
5581,134,1,6490000,6490000
5582,300,1,1890000,1890000
5583,235,1,3315500,3315500
5584,300,1,1795500,1795500
5584,172,1,3141000,3141000
5585,152,1,22990000,22990000
5586,125,2,6490000,12980000
5587,76,1,20691000,20691000
5587,45,1,9015500,9015500
5588,292,1,6490000,6490000
5589,64,1,17091000,17091000
5590,174,2,4990000,9980000
5591,296,1,22990000,22990000
5592,131,1,27990000,27990000
5592,298,2,6490000,12980000
5593,56,1,6165500,6165500
5594,19,1,11990000,11990000
5595,313,1,2490000,2490000
5595,248,1,11990000,11990000
5596,118,1,18040500,18040500
5597,257,1,11990000,11990000
5597,205,1,6490000,6490000
5598,108,1,28791000,28791000
5599,254,1,7990000,7990000
5600,19,1,11990000,11990000
5600,219,1,7990000,7990000
5600,227,1,8991000,8991000
5601,119,1,120000,120000
5602,204,1,9490000,9490000
5603,199,3,36990000,110970000
5604,8,1,1890000,1890000
5604,196,1,4740500,4740500
5605,104,2,18990000,37980000
5606,195,1,2490000,2490000
5606,52,1,171000,171000
5606,61,1,712500,712500
5607,64,2,18990000,37980000
5607,309,1,36990000,36990000
5608,41,1,171000,171000
5609,18,1,8541000,8541000
5610,298,1,6165500,6165500
5611,230,1,250000,250000
5612,39,1,28791000,28791000
5613,21,1,7590500,7590500
5613,156,1,25191000,25191000
5614,136,2,4491000,8982000
5614,80,1,9015500,9015500
5615,115,1,30390500,30390500
5615,269,1,427500,427500
5616,163,1,18990000,18990000
5617,85,1,27990000,27990000
5617,161,1,18040500,18040500
5618,160,1,2840500,2840500
5619,292,1,6490000,6490000
5619,297,1,9490000,9490000
5619,4,1,320000,320000
5620,242,2,5990000,11980000
5621,17,1,288000,288000
5621,32,1,11990000,11990000
5622,164,1,3990000,3990000
5623,53,1,9490000,9490000
5624,102,1,2365500,2365500
5625,81,1,5841000,5841000
5626,307,2,3141000,6282000
5627,78,1,427500,427500
5628,297,1,9015500,9015500
5628,39,1,30390500,30390500
5628,310,1,5990000,5990000
5629,153,1,120000,120000
5630,57,3,36990000,110970000
5631,68,1,1701000,1701000
5632,41,1,190000,190000
5632,247,1,11990000,11990000
5633,239,1,5841000,5841000
5633,281,1,3990000,3990000
5633,203,1,27990000,27990000
5634,299,1,3490000,3490000
5635,1,1,1890000,1890000
5636,161,1,18990000,18990000
5636,241,1,4590000,4590000
5637,268,1,450000,450000
5638,320,1,320000,320000
5638,42,1,9490000,9490000
5638,106,1,7990000,7990000
5639,79,1,171000,171000
5640,246,1,750000,750000
5640,313,1,2490000,2490000
5641,243,1,17091000,17091000
5642,213,1,18990000,18990000
5643,220,1,12990000,12990000
5644,310,1,5990000,5990000
5645,177,2,36990000,73980000
5645,62,1,25191000,25191000
5646,231,1,36990000,36990000
5647,227,2,8991000,17982000
5648,71,1,10791000,10791000
5649,18,1,9490000,9490000
5650,8,1,1890000,1890000
5651,179,2,320000,640000
5651,315,1,4590000,4590000
5652,58,1,6741000,6741000
5652,178,1,2990000,2990000
5653,234,1,7590500,7590500
5654,33,1,250000,250000
5655,196,1,4990000,4990000
5656,95,1,7990000,7990000
5657,170,1,18990000,18990000
5658,23,1,33291000,33291000
5659,45,1,8541000,8541000
5660,8,1,1795500,1795500
5661,71,1,10791000,10791000
5662,267,1,9490000,9490000
5663,270,1,5391000,5391000
5664,123,1,2241000,2241000
5665,294,1,5690500,5690500
5665,254,1,7990000,7990000
5666,81,1,6490000,6490000
5667,162,1,18990000,18990000
5667,85,1,26590500,26590500
5668,111,1,7490000,7490000
5668,126,1,5990000,5990000
5668,215,2,27990000,55980000
5669,83,1,27990000,27990000
5670,163,1,18990000,18990000
5671,65,1,18990000,18990000
5671,66,1,750000,750000
5672,280,2,4131000,8262000
5673,238,1,35140500,35140500
5673,74,1,5990000,5990000
5673,21,1,7990000,7990000
5674,292,1,6165500,6165500
5674,119,2,120000,240000
5674,161,1,17091000,17091000
5675,320,2,320000,640000
5675,258,1,5990000,5990000
5676,87,1,4990000,4990000
5677,184,1,6490000,6490000
5678,250,1,171000,171000
5679,192,2,7990000,15980000
5680,13,1,27990000,27990000
5681,33,1,237500,237500
5681,215,1,27990000,27990000
5682,147,1,10791000,10791000
5683,90,1,427500,427500
5684,308,3,22990000,68970000
5685,57,1,36990000,36990000
5685,305,1,1890000,1890000
5686,140,1,4990000,4990000
5686,94,1,5990000,5990000
5687,167,1,35140500,35140500
5688,88,1,7191000,7191000
5689,168,1,27990000,27990000
5690,32,1,11390500,11390500
5691,285,1,2241000,2241000
5691,200,1,27990000,27990000
5691,143,1,2490000,2490000
5692,138,3,7490000,22470000
5693,243,1,18040500,18040500
5693,41,1,190000,190000
5693,203,1,27990000,27990000
5694,35,1,7990000,7990000
5694,68,1,1890000,1890000
5695,94,1,5990000,5990000
5696,148,3,5990000,17970000
5696,279,1,4131000,4131000
5697,117,2,11990000,23980000
5698,179,1,320000,320000
5699,4,2,288000,576000
5699,301,1,3990000,3990000
5700,79,2,190000,380000
5701,236,1,7191000,7191000
5702,74,2,5990000,11980000
5703,47,1,6490000,6490000
5704,127,1,6490000,6490000
5705,49,1,2241000,2241000
5705,20,1,4590000,4590000
5705,227,2,9990000,19980000
5706,30,1,5841000,5841000
5707,7,1,6165500,6165500
5708,17,1,288000,288000
5709,58,1,7490000,7490000
5709,144,1,4491000,4491000
5710,214,1,27990000,27990000
5710,268,1,450000,450000
5711,93,1,7590500,7590500
5712,311,1,3990000,3990000
5713,314,1,27990000,27990000
5714,87,1,4491000,4491000
5714,117,1,11990000,11990000
5714,257,1,11390500,11390500
5715,291,3,3141000,9423000
5716,81,1,6490000,6490000
5717,249,1,304000,304000
5717,268,1,427500,427500
5718,258,1,5990000,5990000
5719,141,1,5841000,5841000
5720,73,1,11990000,11990000
5721,216,1,3990000,3990000
5722,318,1,7990000,7990000
5723,112,1,25191000,25191000
5724,129,1,2990000,2990000
5724,10,1,6165500,6165500
5724,311,1,3591000,3591000
5725,47,1,5841000,5841000
5726,102,1,2241000,2241000
5727,278,1,6490000,6490000
5728,313,1,2490000,2490000
5728,192,1,7191000,7191000
5728,59,1,4740500,4740500
5729,240,1,5990000,5990000
5730,271,2,6490000,12980000
5731,292,2,6490000,12980000
5732,215,1,27990000,27990000
5733,48,1,5841000,5841000
5734,100,2,9990000,19980000
5735,291,1,3490000,3490000
5736,5,1,7990000,7990000
5737,145,1,2990000,2990000
5738,271,1,6490000,6490000
5739,19,1,11390500,11390500
5739,49,1,2490000,2490000
5740,244,1,30390500,30390500
5741,72,1,7191000,7191000
5742,302,1,35140500,35140500
5743,144,1,4990000,5489000
5744,276,1,5841000,5841000
5744,320,1,304000,304000
5745,278,1,6165500,6165500
5745,283,1,9490000,9490000
5746,305,1,1890000,1890000
5747,161,1,17091000,17091000
5747,212,1,7590500,7590500
5748,167,1,36990000,36990000
5749,259,1,36990000,36990000
5750,50,1,9490000,9490000
5751,283,1,9490000,9490000
5751,75,1,6165500,6165500
5751,204,1,9490000,9490000
5752,20,1,4590000,4590000
5753,217,1,21840500,21840500
5754,127,1,6490000,6490000
5755,94,1,5690500,5690500
5756,108,1,31990000,31990000
5757,80,1,9015500,9015500
5758,229,1,250000,250000
5759,188,1,9990000,9990000
5760,228,1,2490000,2490000
5760,297,1,9490000,9490000
5761,38,1,11390500,11390500
5761,302,1,36990000,36990000
5761,165,1,6490000,6490000
5762,284,1,2990000,2990000
5763,109,1,531000,531000
5764,212,1,7990000,7990000
5765,193,1,35140500,35140500
5766,225,1,27990000,27990000
5766,19,1,11990000,11990000
5767,173,1,18990000,18990000
5767,64,1,17091000,17091000
5768,110,2,4990000,9980000
5769,202,1,11990000,11990000
5770,193,1,36990000,36990000
5770,116,1,17091000,17091000
5771,223,1,5990000,5990000
5772,123,1,2365500,2365500
5773,92,1,250000,250000
5773,285,2,2490000,4980000
5774,228,1,2490000,2490000
5775,155,3,25191000,75573000
5776,150,1,12990000,12990000
5776,297,1,9490000,9490000
5777,35,1,7191000,7191000
5778,318,1,7191000,7191000
5778,305,2,1890000,3780000
5779,251,1,27990000,27990000
5780,148,1,5690500,5690500
5781,248,1,11990000,11990000
5782,263,1,4990000,4990000
5783,120,1,3315500,3315500
5784,108,1,31990000,31990000
5785,187,1,4740500,4740500
5785,140,1,4990000,4990000
5786,238,1,36990000,36990000
5787,215,1,27990000,27990000
5787,222,1,36990000,36990000
5788,311,1,3990000,3990000
5789,208,1,108000,108000
5790,258,1,5990000,5990000
5791,155,1,27990000,27990000
5791,242,1,5391000,5391000
5792,295,1,750000,750000
5792,14,1,250000,250000
5793,212,3,7990000,23970000
5794,107,1,320000,320000
5795,68,1,1890000,1890000
5795,85,1,27990000,27990000
5796,154,1,22990000,22990000
5797,235,1,3490000,3490000
5798,63,2,5990000,11980000
5799,199,1,36990000,36990000
5800,319,1,2840500,2840500
5801,63,1,5690500,5690500
5802,320,1,320000,320000
5803,191,1,4740500,4740500
5803,29,1,250000,250000
5803,11,1,36990000,36990000
5804,67,1,18040500,18040500
5805,182,1,35140500,35140500
5805,197,1,750000,750000
5806,101,1,18990000,18990000
5807,222,1,36990000,36990000
5807,37,1,120000,120000
5808,201,1,4990000,4990000
5808,40,1,1890000,1890000
5809,208,1,108000,108000
5810,9,1,288000,288000
5810,259,1,36990000,36990000
5811,58,1,7490000,7490000
5812,10,1,5841000,5841000
5812,129,1,2691000,2691000
5813,120,1,3490000,3490000
5814,33,1,225000,225000
5814,209,2,9990000,19980000
5815,118,1,17091000,17091000
5816,46,1,7590500,7590500
5816,86,1,18990000,18990000
5817,31,1,6165500,6165500
5818,154,3,21840500,65521500
5819,4,1,320000,320000
5819,211,1,6490000,6490000
5819,224,1,7990000,7990000
5820,256,1,560500,560500
5820,232,1,675000,675000
5821,261,3,8541000,25623000
5821,313,3,2490000,7470000
5822,71,1,11390500,11390500
5823,85,1,27990000,27990000
5824,301,1,3990000,3990000
5825,38,1,11990000,11990000
5826,69,1,4740500,4740500
5827,98,1,36990000,36990000
5827,195,1,2490000,2490000
5828,241,1,4590000,4590000
5829,231,1,33291000,33291000
5829,10,2,6490000,12980000
5829,81,1,6490000,6490000
5830,185,1,2840500,2840500
5831,152,1,22990000,22990000
5831,193,1,36990000,36990000
5831,171,1,2490000,2490000
5832,272,1,8541000,8541000
5833,105,1,9490000,9490000
5834,1,1,1701000,1701000
5835,198,1,10791000,10791000
5836,242,1,5990000,5990000
5837,312,3,4740500,14221500
5838,100,3,9990000,29970000
5839,269,1,450000,450000
5840,121,1,190000,190000
5841,172,1,3315500,3315500
5842,10,3,6490000,19470000
5843,135,2,5990000,11980000
5844,25,1,3315500,3315500
5844,118,1,18040500,18040500
5845,241,2,4131000,8262000
5846,314,1,27990000,27990000
5847,254,1,7990000,7990000
5847,273,1,11390500,11390500
5848,123,2,2241000,4482000
5849,170,1,18990000,18990000
5850,220,1,12990000,12990000
5850,129,1,2990000,2990000
5851,119,1,120000,120000
5852,278,1,6490000,6490000
5853,56,1,6490000,6490000
5853,239,2,6165500,12331000
5854,23,1,36990000,36990000
5854,169,1,3490000,3490000
5855,204,1,9490000,9490000
5856,275,1,5990000,5990000
5857,259,1,36990000,36990000
5858,58,1,7115500,7115500
5859,162,1,18990000,18990000
5860,6,1,5690500,5690500
5861,177,1,36990000,36990000
5862,285,1,2490000,2490000
5862,35,1,7191000,7191000
5863,148,3,5990000,17970000
5864,250,1,190000,190000
5864,33,1,225000,225000
5865,93,1,7590500,7590500
5865,218,2,1890000,3780000
5866,129,1,2691000,2691000
5867,210,1,5841000,5841000
5867,235,1,3490000,3490000
5868,156,1,27990000,27990000
5869,164,1,3990000,3990000
5869,179,1,304000,304000
5870,151,1,3141000,3141000
5870,6,1,5990000,5990000
5870,193,1,36990000,36990000
5871,189,1,1890000,1890000
5871,290,2,17091000,34182000
5872,10,1,6490000,6490000
5872,309,2,36990000,73980000
5872,275,1,5690500,5690500
5873,288,2,3990000,7980000
5874,285,1,2490000,2490000
5875,68,1,1795500,1795500
5876,278,1,5841000,5841000
5877,8,2,1701000,3402000
5878,110,1,4990000,4990000
5879,210,1,6490000,6490000
5879,307,1,3141000,3141000
5880,246,1,750000,750000
5881,38,2,10791000,21582000
5881,277,1,6165500,6165500
5882,248,1,11390500,11390500
5882,69,1,4990000,4990000
5883,90,1,450000,450000
5884,39,1,31990000,31990000
5884,178,1,2990000,2990000
5885,231,1,33291000,33291000
5885,119,1,120000,120000
5886,103,1,22990000,22990000
5887,235,1,3490000,3490000
5888,24,1,6165500,6165500
5889,129,1,2990000,2990000
5890,178,1,2691000,2691000
5890,40,1,1890000,1890000
5890,170,1,18040500,18040500
5891,157,1,7191000,7191000
5892,222,1,36990000,36990000
5893,96,1,2990000,2990000
5893,78,1,405000,405000
5894,121,2,190000,380000
5894,261,2,9490000,18980000
5895,149,1,31990000,31990000
5895,61,1,675000,675000
5896,300,1,1890000,1890000
5897,260,1,18990000,18990000
5898,247,1,11990000,11990000
5899,55,1,9990000,9990000
5900,131,2,27990000,55980000
5901,231,1,36990000,36990000
5901,250,1,190000,190000
5902,32,1,11990000,11990000
5902,38,1,11390500,11390500
5903,132,1,4990000,4990000
5904,103,1,22990000,22990000
5904,87,1,4990000,4990000
5905,20,1,4590000,4590000
5906,164,1,3790500,3790500
5907,232,1,750000,750000
5907,267,1,8541000,8541000
5908,234,1,7990000,7990000
5909,57,1,36990000,36990000
5910,49,1,2490000,2490000
5911,109,1,590000,590000
5912,88,1,7990000,7990000
5913,100,1,8991000,8991000
5914,197,1,750000,750000
5914,315,1,4131000,4131000
5915,260,1,18040500,18040500
5915,33,2,250000,500000
5915,109,1,560500,560500
5916,306,2,1701000,3402000
5917,100,1,9990000,9990000
5918,290,1,18990000,18990000
5919,318,1,7990000,7990000
5919,242,1,5990000,5990000
5919,72,1,7191000,7191000
5920,95,1,7990000,7990000
5921,295,1,750000,750000
5922,54,1,7490000,7490000
5923,301,1,3990000,3990000
5923,143,1,2490000,2490000
5924,197,1,750000,750000
5925,306,1,1795500,1795500
5926,284,1,2691000,2691000
5927,298,1,6490000,6490000
5927,249,2,320000,640000
5927,13,1,27990000,27990000
5928,53,1,9490000,9490000
5929,123,1,2490000,2490000
5930,25,1,3490000,3490000
5931,252,1,250000,250000
5931,246,1,750000,750000
5931,227,1,9990000,9990000
5932,85,1,27990000,27990000
5932,317,1,31990000,31990000
5933,286,1,3490000,3490000
5933,21,1,7990000,7990000
5933,245,1,9490000,9490000
5934,233,1,250000,250000
5935,314,1,27990000,27990000
5935,207,1,3990000,3990000
5936,211,1,6490000,6490000
5936,277,1,6490000,6490000
5937,271,1,6490000,6490000
5938,125,1,6165500,6165500
5939,158,1,2990000,2990000
5940,236,1,7990000,7990000
5941,205,1,5841000,5841000
5941,230,1,250000,250000
5942,315,1,4590000,4590000
5942,226,1,18990000,18990000
5942,166,1,3990000,3990000
5943,240,1,5990000,5990000
5944,209,1,9990000,9990000
5945,189,1,1701000,1701000
5946,66,1,712500,712500
5946,115,1,31990000,31990000
5947,65,1,18040500,18040500
5948,54,1,7115500,7115500
5948,183,1,2490000,2490000
5949,282,1,7990000,7990000
5950,63,2,5391000,9703800
5951,163,1,17091000,17091000
5952,199,1,35140500,35140500
5952,165,1,6490000,6490000
5953,85,2,27990000,55980000
5954,91,2,4990000,9980000
5955,259,1,33291000,33291000
5956,175,1,2241000,2241000
5956,13,1,27990000,27990000
5957,78,1,427500,427500
5958,136,1,4740500,4740500
5958,317,2,30390500,60781000
5959,314,1,25191000,25191000
5959,158,1,2990000,2990000
5960,183,1,2490000,2490000
5960,244,2,31990000,63980000
5961,264,1,9990000,9990000
5962,153,1,108000,108000
5963,201,1,4990000,4990000
5963,44,1,2990000,2990000
5963,236,1,7990000,7990000
5964,251,2,27990000,55980000
5965,191,1,4740500,4740500
5966,205,1,6490000,6490000
5967,22,1,4990000,4990000
5968,301,1,3591000,3591000
5968,95,1,7590500,7590500
5969,19,1,11990000,11990000
5969,166,1,3790500,3790500
5970,33,1,225000,225000
5971,265,1,28791000,28791000
5971,190,1,2840500,2840500
5972,180,2,2840500,5681000
5973,125,1,6490000,6490000
5974,23,2,35140500,70281000
5974,176,1,31990000,31990000
5975,306,1,1890000,1890000
5976,128,1,450000,450000
5977,73,2,10791000,21582000
5977,189,1,1701000,1701000
5978,33,1,225000,225000
5978,286,1,3490000,3490000
5979,184,1,5841000,6425100
5980,264,1,9990000,9990000
5980,253,2,1701000,3402000
5981,62,3,27990000,83970000
5982,39,1,28791000,28791000
5982,180,1,2990000,2990000
5983,235,1,3490000,3490000
5983,154,1,22990000,22990000
5983,284,1,2990000,2990000
5984,242,1,5690500,5121450
5985,70,1,1890000,1890000
5986,244,1,31990000,31990000
5987,277,1,6165500,6165500
5988,65,1,17091000,18800100
5989,243,1,18990000,18990000
5990,101,1,17091000,17091000
5990,6,1,5990000,5990000
5990,130,1,7490000,7490000
5991,235,2,3490000,6980000
5991,250,1,190000,190000
5992,64,1,17091000,17091000
5993,142,1,8541000,8541000
5994,201,1,4990000,4990000
5995,216,1,3990000,3990000
5995,275,1,5391000,5391000
5996,218,1,1890000,1890000
5997,308,1,20691000,20691000
5998,278,1,6490000,6490000
5999,69,1,4491000,4491000
6000,88,1,7990000,7990000
6001,235,3,3490000,10470000
6002,291,1,3490000,3490000
6003,101,1,18990000,18990000
6003,292,1,5841000,5841000
6004,29,1,250000,250000
6005,99,1,11691000,11691000
6005,262,1,750000,750000
6006,112,1,27990000,27990000
6007,7,1,6490000,6490000
6008,248,1,11990000,11990000
6008,157,1,7990000,7990000
6009,272,1,9490000,9490000
6009,179,1,320000,320000
6010,22,1,4990000,4990000
6011,246,2,712500,1425000
6011,221,1,18040500,16236450
6011,194,1,5841000,5841000
6012,32,1,11990000,11990000
6012,64,1,18040500,18040500
6013,281,1,3990000,3990000
6013,244,2,30390500,60781000
6014,88,1,7191000,7191000
6015,145,1,2840500,2840500
6016,24,1,6490000,6490000
6017,320,1,288000,288000
6018,190,2,2990000,5980000
6019,39,1,31990000,31990000
6020,113,1,18040500,18040500
6020,65,1,18990000,18990000
6021,171,1,2490000,2490000
6021,180,1,2990000,2990000
6022,300,2,1890000,3780000
6023,118,1,18990000,18990000
6023,98,1,36990000,36990000
6024,76,1,22990000,22990000
6025,313,1,2241000,2241000
6025,307,2,3315500,6631000
6026,135,2,5990000,11980000
6027,85,1,27990000,27990000
6028,12,1,27990000,27990000
6028,177,1,36990000,36990000
6028,68,1,1701000,1701000
6029,199,1,36990000,36990000
6029,38,1,10791000,10791000
6030,267,1,8541000,8541000
6031,84,2,9490000,18980000
6032,18,2,9490000,18980000
6032,169,1,3490000,3490000
6033,64,1,17091000,17091000
6034,38,1,11990000,11990000
6035,253,1,1701000,1701000
6035,58,1,7490000,7490000
6036,60,1,10791000,10791000
6036,269,1,450000,450000
6036,262,1,712500,712500
6037,155,1,27990000,27990000
6038,22,2,4740500,9481000
6039,69,1,4990000,4990000
6040,281,1,3990000,3990000
6041,269,1,450000,450000
6041,219,1,7590500,7590500
6041,187,1,4491000,4491000
6042,145,1,2990000,2990000
6043,35,1,7590500,7590500
6044,208,1,120000,120000
6044,164,1,3990000,3990000
6045,129,1,2840500,2840500
6046,200,1,26590500,26590500
6046,208,1,120000,120000
6047,2,1,36990000,36990000
6047,92,1,237500,237500
6048,31,1,6490000,6490000
6049,21,1,7191000,7191000
6050,260,2,18990000,37980000
6050,255,1,27990000,27990000
6051,117,1,11990000,11990000
6051,116,1,18040500,18040500
6052,200,1,26590500,26590500
6053,143,1,2490000,2739000
6054,245,1,9490000,9490000
6055,141,1,6490000,6490000
6056,13,1,26590500,26590500
6056,278,1,6490000,6490000
6056,224,1,7990000,7990000
6057,54,3,7490000,22470000
6057,174,3,4990000,14970000
6058,26,2,28791000,57582000
6058,164,1,3990000,3990000
6059,132,2,4990000,9980000
6060,130,1,7490000,7490000
6061,214,1,25191000,25191000
6061,246,1,750000,750000
6062,171,1,2490000,2490000
6063,149,1,31990000,31990000
6064,33,1,250000,250000
6064,147,1,10791000,10791000
6065,126,1,5990000,5990000
6065,104,1,18990000,18990000
6066,147,1,11390500,11390500
6066,97,1,4360500,4360500
6066,14,1,250000,250000
6067,317,1,31990000,31990000
6068,253,1,1890000,1890000
6068,11,1,35140500,35140500
6069,109,2,590000,1180000
6070,268,1,450000,450000
6071,269,1,450000,450000
6072,29,1,250000,250000
6073,166,1,3990000,3990000
6073,175,1,2490000,2490000
6074,61,1,750000,750000
6074,87,1,4990000,4990000
6075,195,1,2490000,2490000
6076,171,1,2490000,2490000
6077,108,1,31990000,31990000
6077,145,1,2990000,2990000
6077,224,1,7590500,7590500
6078,86,1,18990000,18990000
6078,190,1,2990000,2990000
6079,304,1,7990000,7990000
6080,83,1,26590500,26590500
6080,92,2,250000,500000
6081,197,1,750000,750000
6081,46,1,7590500,7590500
