desc_id,issue_desc,issue_category
789,kh nói pin chai chỉ còn dùng được nửa ngày xảy ra sau khi rơi,PIN
790,pin tụt rất nhanh dùng 2 tiếng đã hết đã thử khởi động lại không được,PIN
791,cổng sạc bám bụi không tiếp xúc khách chưa từng sửa ở đâu,SAC
792,tình trạng: cảm ứng chỗ được chỗ không mới bị 2 ngày nay,MAN_HINH
793,khách hàng phản ánh camera mở lên bị đen màn khách chưa từng sửa ở đâu,PHAN_MEM
794,kh nói điện thoại dính nước mưa loa bị rè,NUOC_VAO
795,khách báo wifi không kết nối được sau cập nhật mới bị 2 ngày nay,PHAN_MEM
796,kh nói báo pin sai phần trăm nhảy loạn mới bị 2 ngày nay,PIN
797,tinh trang: nut nguon bi ket da thu khoi dong lai khong duoc,KHAC
798,dinh nuoc bien may nong va tat da thu khoi dong lai khong duoc,NUOC_VAO
799,may bi màn hình đen không lên máy còn bảo hành,MAN_HINH
800,tình trạng: rơi bồn rửa máy chập chờn máy còn bảo hành,NUOC_VAO
801,khách báo màn hình nứt sau khi rơi,MAN_HINH
802,khách báo máy tự khởi động lại nhiều lần trong ngày,PHAN_MEM
803,khách báo cảm ứng chỗ được chỗ không,MAN_HINH
804,kh nói sạc đầy nhưng dùng 30 phút là sập nguồn xảy ra sau khi rơi,PIN
805,TINH TRANG: PIN TUT RAT NHANH DUNG 2 TIENG DA HET MOI BI 2 NGAY NAY,PIN
806,KHÁCH BÁO CẢM ỨNG CHỖ ĐƯỢC CHỖ KHÔNG KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,MAN_HINH
807,KHÁCH HÀNG PHẢN ÁNH CẮM SẠC BÁO LỖI PHỤ KIỆN XẢY RA SAU KHI RƠI,SAC
808,KHÁCH BÁO CẢM ỨNG LOẠN KHÔNG BẤM ĐƯỢC XẢY RA SAU KHI RƠI,MAN_HINH
809,may bi wifi không kết nối được sau cập nhật xảy ra sau khi rơi,PHAN_MEM
810,kh noi loa ngoai re khong nghe ro may con bao hanh,KHAC
811,khách báo pin sụt 20% chỉ sau vài phút,PIN
812,khách báo máy có tiếng kêu lạ bên trong mới bị 2 ngày nay,KHAC
813,khách hàng phản ánh cảm ứng loạn không bấm được bị từ tuần trước,MAN_HINH
814,cảm ứng chỗ được chỗ không mới bị 2 ngày nay,MAN_HINH
815,KH NÓI MÀN HÌNH XUẤT HIỆN VỆT MỰC LOANG MỚI BỊ 2 NGÀY NAY,MAN_HINH
816,kh nói điện thoại dính nước mưa loa bị rè khách chưa từng sửa ở đâu,NUOC_VAO
817,MAY BI CỔNG SẠC BÁM BỤI KHÔNG TIẾP XÚC XẢY RA SAU KHI RƠI,SAC
818,màn hình xuất hiện vệt mực loang mới bị 2 ngày nay,MAN_HINH
819,tình trạng: máy rơi vào nước không lên nguồn bị từ tuần trước,NUOC_VAO
820,khách báo quên mật khẩu không mở được máy khách chưa từng sửa ở đâu,PHAN_MEM
821,khách hàng phản ánh sạc rất chậm mất cả đêm,SAC
822,tình trạng: màn hình bị hở sáng viền dưới khách chưa từng sửa ở đâu,MAN_HINH
823,kh nói pin sụt 20% chỉ sau vài phút,PIN
824,TÌNH TRẠNG: CAMERA MỞ LÊN BỊ ĐEN MÀN KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,PHAN_MEM
825,kh nói màn hình bị sọc dọc đã thử khởi động lại không được,MAN_HINH
826,may bi điểm chết trên màn hình khách chưa từng sửa ở đâu,MAN_HINH
827,kh nói máy rơi vào nước không lên nguồn mới bị 2 ngày nay,NUOC_VAO
828,kh noi bao pin sai phan tram nhay loan may con bao hanh,PIN
829,khach hang phan anh pin chai chi con dung duoc nua ngay moi bi 2 ngay nay,PIN
830,kh nói máy tự khởi động lại nhiều lần trong ngày mới bị 2 ngày nay,PHAN_MEM
831,MAY BI CẢM ỨNG LOẠN KHÔNG BẤM ĐƯỢC BỊ TỪ TUẦN TRƯỚC,MAN_HINH
832,tình trạng: sạc đầy nhưng dùng 30 phút là sập nguồn khách chưa từng sửa ở đâu,PIN
833,loa ngoai re khong nghe ro xay ra sau khi roi,KHAC
834,khách hàng phản ánh màn hình nứt sau khi rơi xảy ra sau khi rơi,MAN_HINH
835,cảm ứng chỗ được chỗ không bị từ tuần trước,MAN_HINH
836,máy không giữ được pin qua đêm,PIN
837,tình trạng: cổng sạc bị gãy chân xảy ra sau khi rơi,SAC
838,pin tut rat nhanh dung 2 tieng da het da thu khoi dong lai khong duoc,PIN
839,khach bao may treo logo khong vao duoc he dieu hanh,PHAN_MEM
840,MAY BI CONG SAC BAM BUI KHONG TIEP XUC BI TU TUAN TRUOC,SAC
841,tình trạng: điểm chết trên màn hình khách chưa từng sửa ở đâu,MAN_HINH
842,kh nói máy rung liên tục không dừng đã thử khởi động lại không được,KHAC
843,khách hàng phản ánh màn hình nứt sau khi rơi xảy ra sau khi rơi,MAN_HINH
844,tình trạng: pin nóng bất thường khi dùng,PIN
845,khách báo máy vào nước màn hình loang ố,NUOC_VAO
846,kh nói màn hình bị sọc dọc đã thử khởi động lại không được,MAN_HINH
847,kh noi may khong giu duoc pin qua dem,PIN
848,sạc đầy nhưng dùng 30 phút là sập nguồn,PIN
849,may bi cắm sạc không vào điện,SAC
850,kh nói cảm ứng loạn không bấm được khách chưa từng sửa ở đâu,MAN_HINH
851,khách hàng phản ánh cắm sạc báo lỗi phụ kiện,SAC
852,may bi cam sac khong vao dien,SAC
853,may bi ứng dụng tự thoát liên tục khách chưa từng sửa ở đâu,PHAN_MEM
854,khách báo máy rơi vào nước không lên nguồn đã thử khởi động lại không được,NUOC_VAO
855,may bi cổng sạc bám bụi không tiếp xúc máy còn bảo hành,SAC
856,khách báo máy vào nước màn hình loang ố,NUOC_VAO
857,khach bao may khong giu duoc pin qua dem xay ra sau khi roi,PIN
858,KH NÓI CẮM SẠC BÁO LỖI PHỤ KIỆN XẢY RA SAU KHI RƠI,SAC
859,khach hang phan anh man hinh bi ho sang vien duoi moi bi 2 ngay nay,MAN_HINH
860,kh nói cảm ứng chỗ được chỗ không bị từ tuần trước,MAN_HINH
861,may bi cổng sạc bị gãy chân,SAC
862,khach hang phan anh cam sac bao loi phu kien moi bi 2 ngay nay,SAC
863,khách báo cảm ứng chỗ được chỗ không bị từ tuần trước,MAN_HINH
864,cổng sạc bám bụi không tiếp xúc xảy ra sau khi rơi,SAC
865,kh nói điện thoại dính nước mưa loa bị rè đã thử khởi động lại không được,NUOC_VAO
866,khách báo máy bị đổ nước ngọt vào không sạc được khách chưa từng sửa ở đâu,NUOC_VAO
867,kh nói điểm chết trên màn hình đã thử khởi động lại không được,MAN_HINH
868,may bi màn hình nứt sau khi rơi bị từ tuần trước,MAN_HINH
869,khach bao dien thoai dinh nuoc mua loa bi re bi tu tuan truoc,NUOC_VAO
870,máy rơi vào nước không lên nguồn khách chưa từng sửa ở đâu,NUOC_VAO
871,kh noi sac day nhung dung 30 phut la sap nguon da thu khoi dong lai khong duoc,PIN
872,KHÁCH BÁO PIN TỤT RẤT NHANH DÙNG 2 TIẾNG ĐÃ HẾT ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,PIN
873,kh nói nút nguồn bị kẹt xảy ra sau khi rơi,KHAC
874,may bi cảm ứng chỗ được chỗ không bị từ tuần trước,MAN_HINH
875,kh nói máy rung liên tục không dừng xảy ra sau khi rơi,KHAC
876,pin nóng bất thường khi dùng mới bị 2 ngày nay,PIN
877,may bi loa ngoài rè không nghe rõ bị từ tuần trước,KHAC
878,KHÁCH BÁO CẮM SẠC KHÔNG VÀO ĐIỆN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,SAC
879,tình trạng: dính nước biển máy nóng và tắt khách chưa từng sửa ở đâu,NUOC_VAO
880,khách báo máy rung liên tục không dừng xảy ra sau khi rơi,KHAC
881,MAY BI QUEN MAT KHAU KHONG MO DUOC MAY,PHAN_MEM
882,khách báo máy tự tắt khi còn 30% pin bị từ tuần trước,PIN
883,khách hàng phản ánh màn hình bị hở sáng viền dưới,MAN_HINH
884,tinh trang: cam ung cho duoc cho khong da thu khoi dong lai khong duoc,MAN_HINH
885,may bi sạc vào nhưng không nhận cáp khách chưa từng sửa ở đâu,SAC
886,khách hàng phản ánh màn hình xuất hiện vệt mực loang,MAN_HINH
887,may bi máy treo logo không vào được hệ điều hành khách chưa từng sửa ở đâu,PHAN_MEM
888,màn hình nứt sau khi rơi đã thử khởi động lại không được,MAN_HINH
889,tình trạng: màn hình đen không lên khách chưa từng sửa ở đâu,MAN_HINH
890,TÌNH TRẠNG: MÀN HÌNH BỊ ÁM VÀNG MỘT GÓC KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,MAN_HINH
891,khách hàng phản ánh điểm chết trên màn hình máy còn bảo hành,MAN_HINH
892,may bi pin sụt 20% chỉ sau vài phút bị từ tuần trước,PIN
893,tình trạng: loa ngoài rè không nghe rõ xảy ra sau khi rơi,KHAC
894,khách báo cổng sạc bị gãy chân mới bị 2 ngày nay,SAC
895,khách báo pin chai chỉ còn dùng được nửa ngày mới bị 2 ngày nay,PIN
896,KH NÓI CAMERA MỞ LÊN BỊ ĐEN MÀN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,PHAN_MEM
897,kh nói pin tụt rất nhanh dùng 2 tiếng đã hết máy còn bảo hành,PIN
898,may bi chân sạc lỏng phải giữ mới sạc được,SAC
899,kh nói chân sạc lỏng phải giữ mới sạc được bị từ tuần trước,SAC
900,khách báo máy tự tắt khi còn 30% pin khách chưa từng sửa ở đâu,PIN
901,tình trạng: pin nóng bất thường khi dùng máy còn bảo hành,PIN
902,khách hàng phản ánh màn hình bị hở sáng viền dưới bị từ tuần trước,MAN_HINH
903,TÌNH TRẠNG: BÁO PIN SAI PHẦN TRĂM NHẢY LOẠN KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,PIN
904,may bi pin sụt 20% chỉ sau vài phút đã thử khởi động lại không được,PIN
905,loa ngoài rè không nghe rõ mới bị 2 ngày nay,KHAC
906,tình trạng: cắm sạc không vào điện bị từ tuần trước,SAC
907,MAY BI MAN HINH BI HO SANG VIEN DUOI DA THU KHOI DONG LAI KHONG DUOC,MAN_HINH
908,khách hàng phản ánh cảm ứng chỗ được chỗ không đã thử khởi động lại không được,MAN_HINH
909,TÌNH TRẠNG: MÁY RƠI VÀO NƯỚC KHÔNG LÊN NGUỒN XẢY RA SAU KHI RƠI,NUOC_VAO
910,may bi sạc đầy nhưng dùng 30 phút là sập nguồn,PIN
911,kh nói mic gọi điện đối phương không nghe được khách chưa từng sửa ở đâu,KHAC
912,cổng sạc bám bụi không tiếp xúc mới bị 2 ngày nay,SAC
913,màn hình đen không lên mới bị 2 ngày nay,MAN_HINH
914,khách hàng phản ánh ứng dụng tự thoát liên tục khách chưa từng sửa ở đâu,PHAN_MEM
915,man hinh bi am vang mot goc moi bi 2 ngay nay,MAN_HINH
916,tinh trang: sac vao nhung khong nhan cap da thu khoi dong lai khong duoc,SAC
917,KH NÓI MÀN HÌNH XUẤT HIỆN VỆT MỰC LOANG MỚI BỊ 2 NGÀY NAY,MAN_HINH
918,kh nói không nhận sim xảy ra sau khi rơi,KHAC
919,khách hàng phản ánh pin sụt 20% chỉ sau vài phút,PIN
920,dính nước biển máy nóng và tắt khách chưa từng sửa ở đâu,NUOC_VAO
921,khách báo pin sụt 20% chỉ sau vài phút máy còn bảo hành,PIN
922,may treo logo khong vao duoc he dieu hanh khach chua tung sua o dau,PHAN_MEM
923,tình trạng: pin chai chỉ còn dùng được nửa ngày mới bị 2 ngày nay,PIN
924,khách hàng phản ánh báo pin sai phần trăm nhảy loạn bị từ tuần trước,PIN
925,tình trạng: màn hình đen không lên bị từ tuần trước,MAN_HINH
926,kh nói mic gọi điện đối phương không nghe được máy còn bảo hành,KHAC
927,khách báo cảm ứng loạn không bấm được khách chưa từng sửa ở đâu,MAN_HINH
928,cắm sạc báo lỗi phụ kiện xảy ra sau khi rơi,SAC
929,khách báo máy chạy chậm giật lag sau khi cập nhật khách chưa từng sửa ở đâu,PHAN_MEM
930,khach bao cam ung loan khong bam duoc may con bao hanh,MAN_HINH
931,khách hàng phản ánh máy không giữ được pin qua đêm khách chưa từng sửa ở đâu,PIN
932,may bi cảm ứng loạn không bấm được khách chưa từng sửa ở đâu,MAN_HINH
933,KHÁCH HÀNG PHẢN ÁNH SẠC ĐẦY NHƯNG DÙNG 30 PHÚT LÀ SẬP NGUỒN,PIN
934,KHÁCH HÀNG PHẢN ÁNH PIN NÓNG BẤT THƯỜNG KHI DÙNG KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,PIN
935,pin nóng bất thường khi dùng,PIN
936,tinh trang: dinh nuoc bien may nong va tat bi tu tuan truoc,NUOC_VAO
937,tinh trang: man hinh bi am vang mot goc,MAN_HINH
938,kh nói màn hình bị hở sáng viền dưới xảy ra sau khi rơi,MAN_HINH
939,may bi màn hình nứt sau khi rơi mới bị 2 ngày nay,MAN_HINH
940,may bi màn hình đen không lên máy còn bảo hành,MAN_HINH
941,tình trạng: báo pin sai phần trăm nhảy loạn,PIN
942,khách báo màn hình nứt sau khi rơi bị từ tuần trước,MAN_HINH
943,TÌNH TRẠNG: CẮM SẠC BÁO LỖI PHỤ KIỆN MÁY CÒN BẢO HÀNH,SAC
944,khách hàng phản ánh sạc đầy nhưng dùng 30 phút là sập nguồn,PIN
945,tình trạng: sạc đầy nhưng dùng 30 phút là sập nguồn bị từ tuần trước,PIN
946,tình trạng: máy không giữ được pin qua đêm bị từ tuần trước,PIN
947,tinh trang: pin sut 20% chi sau vai phut xay ra sau khi roi,PIN
948,sạc rất chậm mất cả đêm mới bị 2 ngày nay,SAC
949,may bi màn hình bị sọc dọc xảy ra sau khi rơi,MAN_HINH
950,khach bao diem chet tren man hinh da thu khoi dong lai khong duoc,MAN_HINH
951,may bi pin nóng bất thường khi dùng máy còn bảo hành,PIN
952,khách báo sạc rất chậm mất cả đêm khách chưa từng sửa ở đâu,SAC
953,KHÁCH BÁO MÁY PHỒNG PIN CẤN MÀN HÌNH ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,PIN
954,tình trạng: rơi bồn rửa máy chập chờn bị từ tuần trước,NUOC_VAO
955,kh nói cảm ứng chỗ được chỗ không xảy ra sau khi rơi,MAN_HINH
956,khách báo pin chai chỉ còn dùng được nửa ngày,PIN
957,kh nói chân sạc lỏng phải giữ mới sạc được đã thử khởi động lại không được,SAC
958,tình trạng: pin sụt 20% chỉ sau vài phút bị từ tuần trước,PIN
959,may bi sạc đầy nhưng dùng 30 phút là sập nguồn máy còn bảo hành,PIN
960,tình trạng: wifi không kết nối được sau cập nhật mới bị 2 ngày nay,PHAN_MEM
961,may bi sac day nhung dung 30 phut la sap nguon da thu khoi dong lai khong duoc,PIN
962,khách báo wifi không kết nối được sau cập nhật xảy ra sau khi rơi,PHAN_MEM
963,khách báo máy chạy chậm giật lag sau khi cập nhật đã thử khởi động lại không được,PHAN_MEM
964,KHÁCH HÀNG PHẢN ÁNH CẮM SẠC BÁO LỖI PHỤ KIỆN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,SAC
965,KHÁCH BÁO MÀN HÌNH NỨT SAU KHI RƠI XẢY RA SAU KHI RƠI,MAN_HINH
966,khách hàng phản ánh máy vào nước màn hình loang ố máy còn bảo hành,NUOC_VAO
967,tình trạng: máy bị đổ nước ngọt vào không sạc được máy còn bảo hành,NUOC_VAO
968,khách báo pin nóng bất thường khi dùng đã thử khởi động lại không được,PIN
969,kh nói cảm ứng loạn không bấm được đã thử khởi động lại không được,MAN_HINH
970,kh nói máy tự tắt khi còn 30% pin mới bị 2 ngày nay,PIN
971,may bi loa ngoài rè không nghe rõ mới bị 2 ngày nay,KHAC
972,tình trạng: cảm ứng loạn không bấm được xảy ra sau khi rơi,MAN_HINH
973,may bi cắm sạc không vào điện khách chưa từng sửa ở đâu,SAC
974,kh nói pin sụt 20% chỉ sau vài phút mới bị 2 ngày nay,PIN
975,khách báo chân sạc lỏng phải giữ mới sạc được,SAC
976,may bi pin nóng bất thường khi dùng,PIN
977,man hinh xuat hien vet muc loang may con bao hanh,MAN_HINH
978,tình trạng: máy tự tắt khi còn 30% pin máy còn bảo hành,PIN
979,khách báo màn hình bị sọc dọc đã thử khởi động lại không được,MAN_HINH
980,khach bao may chay cham giat lag sau khi cap nhat moi bi 2 ngay nay,PHAN_MEM
981,may bi cổng sạc bám bụi không tiếp xúc bị từ tuần trước,SAC
982,màn hình bị hở sáng viền dưới đã thử khởi động lại không được,MAN_HINH
983,khach bao man hinh bi soc doc khach chua tung sua o dau,MAN_HINH
984,bao pin sai phan tram nhay loan khach chua tung sua o dau,PIN
985,may bi màn hình nứt sau khi rơi mới bị 2 ngày nay,MAN_HINH
986,khách hàng phản ánh máy tự tắt khi còn 30% pin đã thử khởi động lại không được,PIN
987,tình trạng: pin nóng bất thường khi dùng mới bị 2 ngày nay,PIN
988,pin nóng bất thường khi dùng bị từ tuần trước,PIN
989,kh noi may vao nuoc man hinh loang o moi bi 2 ngay nay,NUOC_VAO
990,kh nói màn hình bị hở sáng viền dưới xảy ra sau khi rơi,MAN_HINH
991,cảm ứng loạn không bấm được,MAN_HINH
992,khách hàng phản ánh màn hình bị hở sáng viền dưới mới bị 2 ngày nay,MAN_HINH
993,máy phồng pin cấn màn hình bị từ tuần trước,PIN
994,KHÁCH HÀNG PHẢN ÁNH ỨNG DỤNG TỰ THOÁT LIÊN TỤC XẢY RA SAU KHI RƠI,PHAN_MEM
995,TÌNH TRẠNG: MÁY TỰ TẮT KHI CÒN 30% PIN ĐÃ THỬ KHỞI ĐỘNG LẠI KHÔNG ĐƯỢC,PIN
996,tình trạng: máy rung liên tục không dừng,KHAC
997,khách hàng phản ánh cổng sạc bám bụi không tiếp xúc mới bị 2 ngày nay,SAC
998,may bi màn hình đen không lên đã thử khởi động lại không được,MAN_HINH
999,khách báo máy bị đổ nước ngọt vào không sạc được đã thử khởi động lại không được,NUOC_VAO
1000,kh nói màn hình xuất hiện vệt mực loang,MAN_HINH
1001,TINH TRANG: CHAN SAC LONG PHAI GIU MOI SAC DUOC,SAC
1002,may bi chân sạc lỏng phải giữ mới sạc được khách chưa từng sửa ở đâu,SAC
1003,may bi cắm sạc không vào điện khách chưa từng sửa ở đâu,SAC
1004,may bi wifi khong ket noi duoc sau cap nhat bi tu tuan truoc,PHAN_MEM
1005,tinh trang: diem chet tren man hinh xay ra sau khi roi,MAN_HINH
1006,khach bao man hinh chop tat lien tuc bi tu tuan truoc,MAN_HINH
1007,nut nguon bi ket xay ra sau khi roi,KHAC
1008,khách hàng phản ánh ứng dụng tự thoát liên tục bị từ tuần trước,PHAN_MEM
1009,may bi bao pin sai phan tram nhay loan khach chua tung sua o dau,PIN
1010,khách báo dính nước biển máy nóng và tắt máy còn bảo hành,NUOC_VAO
1011,KH NÓI NÚT NGUỒN BỊ KẸT KHÁCH CHƯA TỪNG SỬA Ở ĐÂU,KHAC
1012,KH NÓI MÀN HÌNH ĐEN KHÔNG LÊN MÁY CÒN BẢO HÀNH,MAN_HINH
1013,KHÁCH HÀNG PHẢN ÁNH MÀN HÌNH BỊ ÁM VÀNG MỘT GÓC MÁY CÒN BẢO HÀNH,MAN_HINH
1014,tinh trang: man hinh nut sau khi roi bi tu tuan truoc,MAN_HINH
1015,màn hình bị hở sáng viền dưới khách chưa từng sửa ở đâu,MAN_HINH
1016,tình trạng: pin chai chỉ còn dùng được nửa ngày đã thử khởi động lại không được,PIN
1017,kh nói cảm ứng chỗ được chỗ không đã thử khởi động lại không được,MAN_HINH
1018,máy không giữ được pin qua đêm,PIN
1019,MAY BI BAO PIN SAI PHAN TRAM NHAY LOAN XAY RA SAU KHI ROI,PIN
1020,tình trạng: cắm sạc báo lỗi phụ kiện máy còn bảo hành,SAC
1021,khách hàng phản ánh cổng sạc bị gãy chân mới bị 2 ngày nay,SAC
1022,khách hàng phản ánh pin tụt rất nhanh dùng 2 tiếng đã hết đã thử khởi động lại không được,PIN
1023,tình trạng: camera sau bị mờ như có sương máy còn bảo hành,KHAC
1024,may bi màn hình đen không lên bị từ tuần trước,MAN_HINH
1025,may bi sạc đầy nhưng dùng 30 phút là sập nguồn,PIN
1026,kh nói cổng sạc bị gãy chân máy còn bảo hành,SAC
1027,may bi máy có tiếng kêu lạ bên trong bị từ tuần trước,KHAC
1028,may bi may co tieng keu la ben trong bi tu tuan truoc,KHAC
1029,tình trạng: sạc rất chậm mất cả đêm bị từ tuần trước,SAC
1030,MAY BI MAN HINH NUT SAU KHI ROI KHACH CHUA TUNG SUA O DAU,MAN_HINH
1031,KHÁCH BÁO MÀN HÌNH CHỚP TẮT LIÊN TỤC MÁY CÒN BẢO HÀNH,MAN_HINH
1032,khách báo màn hình bị sọc dọc bị từ tuần trước,MAN_HINH
1033,khách báo điện thoại dính nước mưa loa bị rè khách chưa từng sửa ở đâu,NUOC_VAO
1034,khách báo màn hình đen không lên đã thử khởi động lại không được,MAN_HINH
1035,kh nói máy tự khởi động lại nhiều lần trong ngày mới bị 2 ngày nay,PHAN_MEM
1036,ỨNG DỤNG TỰ THOÁT LIÊN TỤC MÁY CÒN BẢO HÀNH,PHAN_MEM
1037,cổng sạc bám bụi không tiếp xúc đã thử khởi động lại không được,SAC
1038,khách báo màn hình bị hở sáng viền dưới đã thử khởi động lại không được,MAN_HINH
1039,tinh trang: wifi khong ket noi duoc sau cap nhat moi bi 2 ngay nay,PHAN_MEM
1040,kh nói cổng sạc bị gãy chân xảy ra sau khi rơi,SAC
1041,may bi wifi khong ket noi duoc sau cap nhat,PHAN_MEM
1042,khách báo màn hình xuất hiện vệt mực loang bị từ tuần trước,MAN_HINH
1043,KHÁCH HÀNG PHẢN ÁNH CỔNG SẠC BÁM BỤI KHÔNG TIẾP XÚC,SAC
1044,may bi màn hình chớp tắt liên tục,MAN_HINH
1045,tình trạng: máy tự khởi động lại nhiều lần trong ngày xảy ra sau khi rơi,PHAN_MEM
1046,khach hang phan anh pin tut rat nhanh dung 2 tieng da het may con bao hanh,PIN
1047,may bi máy chạy chậm giật lag sau khi cập nhật bị từ tuần trước,PHAN_MEM
1048,kh nói sạc đầy nhưng dùng 30 phút là sập nguồn đã thử khởi động lại không được,PIN
1049,kh nói máy chạy chậm giật lag sau khi cập nhật đã thử khởi động lại không được,PHAN_MEM
1050,tình trạng: pin chai chỉ còn dùng được nửa ngày xảy ra sau khi rơi,PIN
1051,khách hàng phản ánh sạc vào nhưng không nhận cáp,SAC
1052,may bi màn hình bị hở sáng viền dưới bị từ tuần trước,MAN_HINH
1053,kh nói sạc đầy nhưng dùng 30 phút là sập nguồn đã thử khởi động lại không được,PIN
1054,tình trạng: màn hình nứt sau khi rơi,MAN_HINH
1055,khách báo màn hình nứt sau khi rơi,MAN_HINH
1056,khách hàng phản ánh máy bị đổ nước ngọt vào không sạc được xảy ra sau khi rơi,NUOC_VAO
1057,kh noi pin nong bat thuong khi dung xay ra sau khi roi,PIN
1058,may bi khong cai duoc ung dung bao loi,PHAN_MEM
1059,khách báo máy không giữ được pin qua đêm máy còn bảo hành,PIN
1060,kh nói máy chạy chậm giật lag sau khi cập nhật máy còn bảo hành,PHAN_MEM
1061,may bi sạc rất chậm mất cả đêm xảy ra sau khi rơi,SAC
1062,báo pin sai phần trăm nhảy loạn mới bị 2 ngày nay,PIN
1063,tình trạng: máy vào nước màn hình loang ố xảy ra sau khi rơi,NUOC_VAO
1064,khách báo pin nóng bất thường khi dùng máy còn bảo hành,PIN
1065,khách hàng phản ánh không cài được ứng dụng báo lỗi máy còn bảo hành,PHAN_MEM
1066,may bi pin sụt 20% chỉ sau vài phút máy còn bảo hành,PIN
1067,khách hàng phản ánh cổng sạc bám bụi không tiếp xúc khách chưa từng sửa ở đâu,SAC
1068,điểm chết trên màn hình máy còn bảo hành,MAN_HINH
1069,kh nói pin tụt rất nhanh dùng 2 tiếng đã hết mới bị 2 ngày nay,PIN
1070,tình trạng: sạc đầy nhưng dùng 30 phút là sập nguồn mới bị 2 ngày nay,PIN
1071,tình trạng: máy tự tắt khi còn 30% pin khách chưa từng sửa ở đâu,PIN
1072,CONG SAC BI GAY CHAN MOI BI 2 NGAY NAY,SAC
1073,màn hình bị hở sáng viền dưới mới bị 2 ngày nay,MAN_HINH
1074,khach bao loa ngoai re khong nghe ro bi tu tuan truoc,KHAC
1075,khách hàng phản ánh máy bị đổ nước ngọt vào không sạc được bị từ tuần trước,NUOC_VAO
1076,may bi màn hình xuất hiện vệt mực loang,MAN_HINH
1077,kh nói cảm ứng loạn không bấm được đã thử khởi động lại không được,MAN_HINH
1078,khách báo pin chai chỉ còn dùng được nửa ngày xảy ra sau khi rơi,PIN
1079,khách hàng phản ánh cổng sạc bị gãy chân máy còn bảo hành,SAC
1080,khách hàng phản ánh máy rơi vào nước không lên nguồn mới bị 2 ngày nay,NUOC_VAO
1081,khách hàng phản ánh sạc đầy nhưng dùng 30 phút là sập nguồn bị từ tuần trước,PIN
1082,kh nói cắm sạc máy nóng bất thường xảy ra sau khi rơi,SAC
1083,may bi quen mat khau khong mo duoc may,PHAN_MEM
1084,kh nói màn hình đen không lên bị từ tuần trước,MAN_HINH
1085,kh nói cảm ứng chỗ được chỗ không xảy ra sau khi rơi,MAN_HINH
1086,màn hình xuất hiện vệt mực loang máy còn bảo hành,MAN_HINH
1087,may bi may bi do nuoc ngot vao khong sac duoc,NUOC_VAO
1088,kh nói màn hình bị hở sáng viền dưới mới bị 2 ngày nay,MAN_HINH
1089,tình trạng: pin nóng bất thường khi dùng xảy ra sau khi rơi,PIN
1090,máy rơi vào nước không lên nguồn xảy ra sau khi rơi,NUOC_VAO
1091,may bi khong cai duoc ung dung bao loi bi tu tuan truoc,PHAN_MEM
1092,khách báo máy tự khởi động lại nhiều lần trong ngày khách chưa từng sửa ở đâu,PHAN_MEM
1093,khách hàng phản ánh sạc rất chậm mất cả đêm mới bị 2 ngày nay,SAC
1094,khách báo máy rơi vào nước không lên nguồn,NUOC_VAO
1095,cổng sạc bám bụi không tiếp xúc đã thử khởi động lại không được,SAC
1096,cảm ứng chỗ được chỗ không bị từ tuần trước,MAN_HINH
1097,kh nói màn hình nứt sau khi rơi khách chưa từng sửa ở đâu,MAN_HINH
1098,may bi máy có tiếng kêu lạ bên trong bị từ tuần trước,KHAC
1099,khách hàng phản ánh màn hình chớp tắt liên tục bị từ tuần trước,MAN_HINH
1100,tình trạng: máy chạy chậm giật lag sau khi cập nhật khách chưa từng sửa ở đâu,PHAN_MEM
1101,khách hàng phản ánh camera sau bị mờ như có sương bị từ tuần trước,KHAC
1102,pin chai chỉ còn dùng được nửa ngày,PIN
1103,camera mở lên bị đen màn xảy ra sau khi rơi,PHAN_MEM
1104,may bi máy phồng pin cấn màn hình mới bị 2 ngày nay,PIN
1105,MÀN HÌNH BỊ HỞ SÁNG VIỀN DƯỚI XẢY RA SAU KHI RƠI,MAN_HINH
1106,khách hàng phản ánh pin tụt rất nhanh dùng 2 tiếng đã hết khách chưa từng sửa ở đâu,PIN
1107,tình trạng: màn hình chớp tắt liên tục xảy ra sau khi rơi,MAN_HINH
1108,tình trạng: điểm chết trên màn hình đã thử khởi động lại không được,MAN_HINH
1109,kh noi may chay cham giat lag sau khi cap nhat bi tu tuan truoc,PHAN_MEM
1110,may bi man hinh den khong len khach chua tung sua o dau,MAN_HINH
1111,kh nói điện thoại dính nước mưa loa bị rè khách chưa từng sửa ở đâu,NUOC_VAO
1112,tinh trang: may tu khoi dong lai nhieu lan trong ngay xay ra sau khi roi,PHAN_MEM
