log_id,ticket_id,from_status,to_status,changed_at,changed_by,note
1692,349,DANG_XU_LY,HOAN_TAT,2026-04-01 03:30,31,
1693,349,HOAN_TAT,DA_DONG,2026-04-01 07:03,45,
1694,350,,MOI,2024-12-08 13:00,13,
1695,350,MOI,DA_PHAN_CONG,2024-12-08 14:16,1,
1696,350,DA_PHAN_CONG,DANG_XU_LY,2024-12-08 17:45,39,
1697,350,DANG_XU_LY,CHO_LINH_KIEN,2024-12-08 19:17,50,
1698,350,CHO_LINH_KIEN,HOAN_TAT,2024-12-08 21:57,47,
1699,350,HOAN_TAT,DA_DONG,2024-12-09 00:09,24,
1700,351,,MOI,2025-03-14 16:15,5,
1701,351,MOI,DA_PHAN_CONG,2025-03-15 06:01,55,
1702,351,DA_PHAN_CONG,DANG_XU_LY,2025-03-15 20:58,59,
1703,351,DANG_XU_LY,HOAN_TAT,2025-03-16 23:52,60,
1704,352,,MOI,2026-07-07 10:15,46,
1705,352,MOI,DA_PHAN_CONG,2026-07-07 13:50,22,
1706,352,DA_PHAN_CONG,DANG_XU_LY,2026-07-07 16:25,41,
1707,352,DANG_XU_LY,CHO_LINH_KIEN,2026-07-07 18:59,14,
1708,352,CHO_LINH_KIEN,HOAN_TAT,2026-07-07 21:04,3,
1709,352,HOAN_TAT,DA_DONG,2026-07-07 23:48,31,
1710,353,,MOI,2026-01-24 16:15,31,
1711,353,MOI,DA_PHAN_CONG,2026-01-25 12:26,44,
1712,353,DA_PHAN_CONG,DANG_XU_LY,2026-01-26 14:23,60,
1713,353,DANG_XU_LY,HOAN_TAT,2026-01-27 18:15,34,
1714,353,HOAN_TAT,DA_DONG,2026-01-28 20:54,3,
1715,354,,MOI,2026-01-31 14:45,43,
1716,354,MOI,DA_PHAN_CONG,2026-01-31 16:18,6,
1717,354,DA_PHAN_CONG,DANG_XU_LY,2026-01-31 18:44,42,
1718,354,DANG_XU_LY,HOAN_TAT,2026-01-31 20:44,37,
1719,354,HOAN_TAT,DA_DONG,2026-01-31 23:40,20,
1720,355,,MOI,2026-05-24 15:30,24,
1721,355,MOI,DA_PHAN_CONG,2026-05-25 09:13,17,
1722,355,DA_PHAN_CONG,DANG_XU_LY,2026-05-25 20:07,29,
1723,355,DANG_XU_LY,HOAN_TAT,2026-05-26 09:35,53,
1724,355,HOAN_TAT,DA_DONG,2026-05-26 21:52,2,
1725,356,,MOI,2026-08-08 14:30,13,
1726,356,MOI,DA_PHAN_CONG,2026-08-09 12:13,52,
1727,356,DA_PHAN_CONG,DANG_XU_LY,2026-08-09 19:59,14,
1728,356,DANG_XU_LY,HOAN_TAT,2026-08-10 06:10,12,
1729,356,HOAN_TAT,DA_DONG,2026-08-10 16:17,21,
1730,357,,MOI,2025-03-26 15:15,47,
1731,357,MOI,DA_PHAN_CONG,2025-03-26 20:32,6,
1732,357,DA_PHAN_CONG,DANG_XU_LY,2025-03-27 04:38,26,
1733,358,,MOI,2025-12-01 13:45,16,
1734,358,MOI,DA_PHAN_CONG,2025-12-01 23:20,51,
1735,358,DA_PHAN_CONG,DANG_XU_LY,2025-12-02 04:57,35,
1736,358,DANG_XU_LY,HOAN_TAT,2025-12-02 08:32,42,
1737,358,HOAN_TAT,DA_DONG,2025-12-02 17:04,50,
1738,359,,MOI,2025-02-13 09:15,3,
1739,359,MOI,DA_PHAN_CONG,2025-02-14 16:21,56,
1740,360,,MOI,2024-10-11 09:30,22,
1741,360,MOI,DA_PHAN_CONG,2024-10-11 21:48,46,
1742,360,DA_PHAN_CONG,DANG_XU_LY,2024-10-12 08:30,59,
1743,360,DANG_XU_LY,HOAN_TAT,2024-10-12 20:27,16,
1744,360,HOAN_TAT,DA_DONG,2024-10-13 07:52,42,
1745,361,,MOI,2024-10-22 08:15,7,
1746,361,MOI,DA_PHAN_CONG,2024-10-22 12:05,27,
1747,361,DA_PHAN_CONG,DANG_XU_LY,2024-10-22 16:18,40,
1748,361,DANG_XU_LY,HOAN_TAT,2024-10-22 19:47,8,
1749,361,HOAN_TAT,DA_DONG,2024-10-22 23:41,47,
1750,362,,MOI,2025-11-21 12:00,44,
1751,362,MOI,DA_PHAN_CONG,2025-11-24 08:33,21,
1752,362,DA_PHAN_CONG,DANG_XU_LY,2025-11-26 20:31,9,
1753,362,DANG_XU_LY,HOAN_TAT,2025-11-29 11:04,34,
1754,362,HOAN_TAT,DA_DONG,2025-11-30 19:44,23,
1755,363,,MOI,2025-07-18 14:45,32,
1756,363,MOI,DA_PHAN_CONG,2025-07-19 06:11,50,
1757,363,DA_PHAN_CONG,DANG_XU_LY,2025-07-19 19:09,30,
1758,363,DANG_XU_LY,HOAN_TAT,2025-07-20 01:08,23,
1759,363,HOAN_TAT,DA_DONG,2025-07-20 13:21,9,
1760,364,,MOI,2026-06-10 14:45,53,
1761,364,MOI,DA_PHAN_CONG,2026-06-13 14:46,42,
1762,364,DA_PHAN_CONG,DANG_XU_LY,2026-06-16 06:23,13,
1763,364,DANG_XU_LY,HOAN_TAT,2026-06-17 22:13,40,
1764,364,HOAN_TAT,DA_DONG,2026-06-19 17:06,50,
1765,365,,MOI,2025-07-07 12:15,18,
1766,365,MOI,DA_PHAN_CONG,2025-07-07 21:32,11,
1767,365,DA_PHAN_CONG,DANG_XU_LY,2025-07-08 02:07,34,
1768,365,DANG_XU_LY,CHO_LINH_KIEN,2025-07-08 09:06,34,
1769,365,CHO_LINH_KIEN,HOAN_TAT,2025-07-08 20:09,50,
1770,365,HOAN_TAT,DA_DONG,2025-07-09 03:33,58,
1771,366,,MOI,2025-06-15 10:30,19,
1772,366,MOI,DA_PHAN_CONG,2025-06-15 13:39,40,
1773,366,DA_PHAN_CONG,DANG_XU_LY,2025-06-15 16:22,33,
1774,366,DANG_XU_LY,HOAN_TAT,2025-06-15 18:40,32,
1775,366,HOAN_TAT,DA_DONG,2025-06-15 22:15,1,
1776,367,,MOI,2024-09-13 12:45,8,
1777,367,MOI,DA_PHAN_CONG,2024-09-13 21:36,43,
1778,367,DA_PHAN_CONG,DANG_XU_LY,2024-09-14 02:03,20,
1779,367,DANG_XU_LY,CHO_LINH_KIEN,2024-09-14 08:03,38,
1780,367,CHO_LINH_KIEN,HOAN_TAT,2024-09-14 16:04,25,
1781,367,HOAN_TAT,DA_DONG,2024-09-14 22:57,58,
1782,368,,MOI,2025-10-24 15:00,36,
1783,368,MOI,DA_PHAN_CONG,2025-10-26 23:49,35,
1784,368,DA_PHAN_CONG,DANG_XU_LY,2025-10-28 19:31,57,
1785,368,DANG_XU_LY,HOAN_TAT,2025-10-30 10:24,54,
1786,368,HOAN_TAT,DA_DONG,2025-11-01 07:50,50,
1787,369,,MOI,2026-03-18 08:30,4,
1788,369,MOI,DA_PHAN_CONG,2026-03-18 10:31,31,
1789,369,DA_PHAN_CONG,DANG_XU_LY,2026-03-18 13:37,26,
1790,369,DANG_XU_LY,CHO_LINH_KIEN,2026-03-18 18:52,18,
1791,369,CHO_LINH_KIEN,HOAN_TAT,2026-03-18 21:44,38,
1792,369,HOAN_TAT,DA_DONG,2026-03-19 02:42,60,
1793,370,,MOI,2026-03-10 15:15,35,
1794,370,MOI,DA_PHAN_CONG,2026-03-11 05:04,56,
1795,370,DA_PHAN_CONG,DANG_XU_LY,2026-03-11 19:56,32,
1796,370,DANG_XU_LY,CHO_LINH_KIEN,2026-03-12 02:14,10,
1797,370,CHO_LINH_KIEN,HOAN_TAT,2026-03-12 10:04,23,
1798,370,HOAN_TAT,DA_DONG,2026-03-12 18:34,43,
1799,371,,MOI,2024-12-09 12:30,53,
1800,371,MOI,DA_PHAN_CONG,2024-12-09 23:46,24,
1801,371,DA_PHAN_CONG,DANG_XU_LY,2024-12-10 12:22,26,
1802,371,DANG_XU_LY,HOAN_TAT,2024-12-10 23:58,11,
1803,371,HOAN_TAT,DA_DONG,2024-12-11 12:31,1,
1804,372,,MOI,2026-07-29 14:15,54,
1805,372,MOI,DA_PHAN_CONG,2026-07-30 13:21,46,
1806,372,DA_PHAN_CONG,DANG_XU_LY,2026-07-31 06:05,39,
1807,372,DANG_XU_LY,HOAN_TAT,2026-08-01 07:39,53,
1808,372,HOAN_TAT,DA_DONG,2026-08-02 09:27,58,
1809,373,,MOI,2024-12-07 08:45,21,
1810,373,MOI,DA_PHAN_CONG,2024-12-07 16:37,37,
1811,373,DA_PHAN_CONG,DANG_XU_LY,2024-12-08 00:25,5,
1812,373,DANG_XU_LY,HOAN_TAT,2024-12-08 20:15,28,
1813,373,HOAN_TAT,DA_DONG,2024-12-09 11:14,48,
1814,374,,MOI,2025-09-01 08:00,5,
1815,374,MOI,DA_PHAN_CONG,2025-09-01 16:01,36,
1816,374,DA_PHAN_CONG,DANG_XU_LY,2025-09-02 05:19,60,
1817,374,DANG_XU_LY,HOAN_TAT,2025-09-02 13:11,49,
1818,374,HOAN_TAT,DA_DONG,2025-09-03 06:47,6,
1819,375,,MOI,2026-01-02 16:45,34,
1820,375,MOI,DA_PHAN_CONG,2026-01-03 09:20,57,
1821,375,DA_PHAN_CONG,DANG_XU_LY,2026-01-03 19:50,31,
1822,375,DANG_XU_LY,HOAN_TAT,2026-01-04 10:21,59,
1823,375,HOAN_TAT,DA_DONG,2026-01-04 18:03,57,
1824,376,,MOI,2026-07-27 10:15,27,
1825,376,MOI,DA_PHAN_CONG,2026-07-27 14:27,31,
1826,376,DA_PHAN_CONG,DANG_XU_LY,2026-07-27 17:44,59,
1827,376,DANG_XU_LY,HOAN_TAT,2026-07-27 20:37,40,
1828,377,,MOI,2026-08-02 14:30,3,
1829,377,MOI,DA_PHAN_CONG,2026-08-03 02:07,41,
1830,377,DA_PHAN_CONG,DANG_XU_LY,2026-08-03 14:11,19,
1831,377,DANG_XU_LY,CHO_LINH_KIEN,2026-08-03 19:59,28,
1832,377,CHO_LINH_KIEN,HOAN_TAT,2026-08-04 02:32,48,
1833,377,HOAN_TAT,DA_DONG,2026-08-04 16:27,30,
1834,378,,MOI,2024-09-01 10:15,42,
1835,378,MOI,DA_PHAN_CONG,2024-09-01 16:50,56,
1836,378,DA_PHAN_CONG,DANG_XU_LY,2024-09-02 03:16,52,
1837,378,DANG_XU_LY,HOAN_TAT,2024-09-02 09:04,38,
1838,378,HOAN_TAT,DA_DONG,2024-09-02 18:55,57,
1839,379,,MOI,2026-06-22 09:45,34,
1840,379,MOI,DA_PHAN_CONG,2026-06-23 00:40,27,
1841,379,DA_PHAN_CONG,DANG_XU_LY,2026-06-23 13:52,46,
1842,379,DANG_XU_LY,HOAN_TAT,2026-06-24 00:05,39,
1843,379,HOAN_TAT,DA_DONG,2026-06-24 13:57,22,
1844,380,,MOI,2026-04-26 08:30,41,
1845,380,MOI,DA_PHAN_CONG,2026-04-26 12:43,32,
1846,380,DA_PHAN_CONG,DANG_XU_LY,2026-04-26 16:36,11,
1847,380,DANG_XU_LY,CHO_LINH_KIEN,2026-04-26 19:59,12,
1848,380,CHO_LINH_KIEN,HOAN_TAT,2026-04-26 22:28,31,
1849,380,HOAN_TAT,DA_DONG,2026-04-27 02:30,19,
1850,381,,MOI,2025-03-07 14:00,47,
1851,381,MOI,DA_PHAN_CONG,2025-03-08 22:24,36,
1852,381,DA_PHAN_CONG,DANG_XU_LY,2025-03-09 18:21,35,
1853,381,DANG_XU_LY,HOAN_TAT,2025-03-11 05:50,16,
1854,382,,MOI,2024-12-14 15:45,39,
1855,382,MOI,DA_PHAN_CONG,2024-12-17 04:13,7,
1856,383,,MOI,2025-06-15 13:00,59,
1857,383,MOI,DA_PHAN_CONG,2025-06-15 20:16,21,
1858,383,DA_PHAN_CONG,DANG_XU_LY,2025-06-16 10:28,45,
1859,383,DANG_XU_LY,CHO_LINH_KIEN,2025-06-16 18:38,24,
1860,383,CHO_LINH_KIEN,HOAN_TAT,2025-06-17 08:35,8,
1861,383,HOAN_TAT,DA_DONG,2025-06-17 15:24,18,
1862,384,,MOI,2026-07-03 16:00,22,
1863,384,MOI,DA_PHAN_CONG,2026-07-03 23:20,52,
1864,384,DA_PHAN_CONG,DANG_XU_LY,2026-07-04 04:00,30,
1865,384,DANG_XU_LY,HOAN_TAT,2026-07-04 07:38,45,
1866,384,HOAN_TAT,DA_DONG,2026-07-04 10:26,33,
1867,385,,MOI,2025-01-17 09:30,39,
1868,385,MOI,DA_PHAN_CONG,2025-01-17 14:35,27,
1869,385,DA_PHAN_CONG,DANG_XU_LY,2025-01-17 19:14,48,
1870,386,,MOI,2025-09-09 11:30,54,
1871,386,MOI,DA_PHAN_CONG,2025-09-09 22:19,53,
1872,386,DA_PHAN_CONG,DANG_XU_LY,2025-09-10 06:03,43,
1873,386,DANG_XU_LY,HOAN_TAT,2025-09-10 13:14,31,
1874,386,HOAN_TAT,DA_DONG,2025-09-10 23:19,1,
1875,387,,MOI,2024-10-07 12:30,41,
1876,387,MOI,DA_PHAN_CONG,2024-10-07 19:45,10,
1877,387,DA_PHAN_CONG,DANG_XU_LY,2024-10-08 06:12,16,
1878,387,DANG_XU_LY,HOAN_TAT,2024-10-08 14:02,56,
1879,387,HOAN_TAT,DA_DONG,2024-10-08 23:12,5,
1880,388,,MOI,2024-12-23 12:15,8,
1881,388,MOI,DA_PHAN_CONG,2024-12-23 15:29,55,
1882,388,DA_PHAN_CONG,DANG_XU_LY,2024-12-23 17:04,1,
1883,388,DANG_XU_LY,HOAN_TAT,2024-12-23 19:03,36,
1884,388,HOAN_TAT,DA_DONG,2024-12-23 22:16,16,
1885,389,,MOI,2025-01-19 14:30,11,
1886,389,MOI,DA_PHAN_CONG,2025-01-19 17:59,34,
1887,389,DA_PHAN_CONG,DANG_XU_LY,2025-01-19 19:37,24,
1888,389,DANG_XU_LY,CHO_LINH_KIEN,2025-01-19 22:28,52,
1889,389,CHO_LINH_KIEN,HOAN_TAT,2025-01-20 02:23,7,
1890,389,HOAN_TAT,DA_DONG,2025-01-20 04:59,16,
1891,390,,MOI,2025-01-31 10:45,23,
1892,390,MOI,DA_PHAN_CONG,2025-01-31 17:22,4,
1893,390,DA_PHAN_CONG,DANG_XU_LY,2025-01-31 22:07,54,
1894,390,DANG_XU_LY,HOAN_TAT,2025-02-01 03:57,29,
1895,390,HOAN_TAT,DA_DONG,2025-02-01 08:23,9,
1896,391,,MOI,2026-01-15 17:45,19,
1897,391,MOI,DA_PHAN_CONG,2026-01-16 15:04,54,
1898,391,DA_PHAN_CONG,DANG_XU_LY,2026-01-17 02:34,49,
1899,391,DANG_XU_LY,HOAN_TAT,2026-01-17 13:39,21,
1900,391,HOAN_TAT,DA_DONG,2026-01-18 08:05,46,
1901,392,,MOI,2025-04-17 13:00,30,
1902,392,MOI,DA_PHAN_CONG,2025-04-17 16:37,14,
1903,392,DA_PHAN_CONG,DANG_XU_LY,2025-04-17 18:46,53,
1904,392,DANG_XU_LY,CHO_LINH_KIEN,2025-04-17 20:44,2,
1905,392,CHO_LINH_KIEN,HOAN_TAT,2025-04-18 00:24,56,
1906,392,HOAN_TAT,DA_DONG,2025-04-18 03:18,3,
1907,393,,MOI,2024-11-12 10:15,33,
1908,393,MOI,DA_PHAN_CONG,2024-11-13 02:03,15,
1909,393,DA_PHAN_CONG,DANG_XU_LY,2024-11-13 10:47,14,
1910,393,DANG_XU_LY,CHO_LINH_KIEN,2024-11-14 01:38,54,
1911,393,CHO_LINH_KIEN,HOAN_TAT,2024-11-14 11:35,14,
1912,393,HOAN_TAT,DA_DONG,2024-11-15 03:01,54,
1913,394,,MOI,2026-01-19 14:00,30,
1914,394,MOI,DA_PHAN_CONG,2026-01-19 15:29,8,
1915,394,DA_PHAN_CONG,DANG_XU_LY,2026-01-19 16:53,20,
1916,394,DANG_XU_LY,CHO_LINH_KIEN,2026-01-19 19:40,5,
1917,394,CHO_LINH_KIEN,HOAN_TAT,2026-01-19 22:18,53,
1918,394,HOAN_TAT,DA_DONG,2026-01-20 00:34,15,
1919,395,,MOI,2025-10-22 11:00,32,
1920,395,MOI,DA_PHAN_CONG,2025-10-22 20:13,57,
1921,395,DA_PHAN_CONG,DANG_XU_LY,2025-10-23 05:18,45,
1922,395,DANG_XU_LY,HOAN_TAT,2025-10-23 11:10,59,
1923,395,HOAN_TAT,DA_DONG,2025-10-23 22:24,60,
1924,396,,MOI,2025-02-13 16:45,50,
1925,396,MOI,DA_PHAN_CONG,2025-02-15 00:14,53,
1926,396,DA_PHAN_CONG,DANG_XU_LY,2025-02-16 01:47,52,
1927,396,DANG_XU_LY,HOAN_TAT,2025-02-16 16:01,51,
1928,396,HOAN_TAT,DA_DONG,2025-02-18 01:05,30,
1929,397,,MOI,2025-03-02 10:15,33,
1930,397,MOI,DA_PHAN_CONG,2025-03-02 17:57,30,
1931,397,DA_PHAN_CONG,DANG_XU_LY,2025-03-03 07:17,31,
1932,397,DANG_XU_LY,CHO_LINH_KIEN,2025-03-03 14:28,43,
1933,397,CHO_LINH_KIEN,HOAN_TAT,2025-03-04 05:44,17,
1934,397,HOAN_TAT,DA_DONG,2025-03-04 15:12,29,
1935,398,,MOI,2026-02-21 08:00,19,
1936,398,MOI,DA_PHAN_CONG,2026-02-21 15:20,31,
1937,398,DA_PHAN_CONG,DANG_XU_LY,2026-02-21 20:35,23,
1938,398,DANG_XU_LY,HOAN_TAT,2026-02-22 05:57,28,
1939,398,HOAN_TAT,DA_DONG,2026-02-22 15:16,17,
1940,399,,MOI,2026-04-17 16:30,29,
1941,399,MOI,DA_PHAN_CONG,2026-04-17 21:27,43,
1942,399,DA_PHAN_CONG,DANG_XU_LY,2026-04-18 00:08,3,
1943,399,DANG_XU_LY,HOAN_TAT,2026-04-18 05:34,6,
1944,399,HOAN_TAT,DA_DONG,2026-04-18 11:45,16,
1945,400,,MOI,2025-12-20 08:15,16,
1946,400,MOI,DA_PHAN_CONG,2025-12-20 14:07,60,
1947,400,DA_PHAN_CONG,DANG_XU_LY,2025-12-21 00:36,14,
1948,400,DANG_XU_LY,HOAN_TAT,2025-12-21 08:55,18,
1949,400,HOAN_TAT,DA_DONG,2025-12-21 13:55,36,
1950,401,,MOI,2025-03-18 15:30,18,
1951,401,MOI,DA_PHAN_CONG,2025-03-19 19:58,59,
1952,401,DA_PHAN_CONG,DANG_XU_LY,2025-03-20 21:22,4,
1953,402,,MOI,2025-11-20 16:45,39,
1954,402,MOI,DA_PHAN_CONG,2025-11-21 11:03,50,
1955,402,DA_PHAN_CONG,DANG_XU_LY,2025-11-22 08:19,54,
1956,402,DANG_XU_LY,HOAN_TAT,2025-11-23 14:02,36,
1957,402,HOAN_TAT,DA_DONG,2025-11-24 07:51,1,
1958,403,,MOI,2025-02-16 12:15,47,
1959,403,MOI,DA_PHAN_CONG,2025-02-16 22:16,50,
1960,403,DA_PHAN_CONG,DANG_XU_LY,2025-02-17 02:31,26,
1961,403,DANG_XU_LY,HOAN_TAT,2025-02-17 12:38,11,
1962,403,HOAN_TAT,DA_DONG,2025-02-17 22:29,9,
1963,404,,MOI,2025-07-11 09:30,7,
1964,404,MOI,DA_PHAN_CONG,2025-07-11 19:13,53,
1965,404,DA_PHAN_CONG,DANG_XU_LY,2025-07-12 05:45,33,
1966,404,DANG_XU_LY,CHO_LINH_KIEN,2025-07-12 16:50,2,
1967,404,CHO_LINH_KIEN,HOAN_TAT,2025-07-12 23:17,49,
1968,404,HOAN_TAT,DA_DONG,2025-07-13 11:20,60,
1969,405,,MOI,2025-09-29 14:15,9,
1970,405,MOI,DA_PHAN_CONG,2025-09-29 18:06,58,
1971,405,DA_PHAN_CONG,DANG_XU_LY,2025-09-29 22:54,42,
1972,405,DANG_XU_LY,HOAN_TAT,2025-09-30 01:57,16,
1973,405,HOAN_TAT,DA_DONG,2025-09-30 08:45,29,
1974,406,,MOI,2026-07-29 15:00,59,
1975,406,MOI,DA_PHAN_CONG,2026-07-30 01:37,39,
1976,406,DA_PHAN_CONG,DANG_XU_LY,2026-07-30 18:27,5,
1977,406,DANG_XU_LY,CHO_LINH_KIEN,2026-07-31 03:25,14,
1978,406,CHO_LINH_KIEN,HOAN_TAT,2026-07-31 16:31,46,
1979,406,HOAN_TAT,DA_DONG,2026-08-01 08:25,42,
1980,407,,MOI,2024-10-17 10:15,8,
1981,407,MOI,DA_PHAN_CONG,2024-10-17 21:49,33,
1982,407,DA_PHAN_CONG,DANG_XU_LY,2024-10-18 05:45,26,
1983,407,DANG_XU_LY,HOAN_TAT,2024-10-18 19:48,30,
1984,407,HOAN_TAT,DA_DONG,2024-10-19 09:36,22,
1985,408,,MOI,2025-01-06 09:30,7,
1986,408,MOI,DA_PHAN_CONG,2025-01-07 00:54,41,
1987,408,DA_PHAN_CONG,DANG_XU_LY,2025-01-07 09:25,2,
1988,408,DANG_XU_LY,HOAN_TAT,2025-01-07 15:23,22,
1989,408,HOAN_TAT,DA_DONG,2025-01-08 00:11,13,
1990,409,,MOI,2025-11-17 13:30,58,
1991,409,MOI,DA_PHAN_CONG,2025-11-18 00:16,19,
1992,409,DA_PHAN_CONG,DANG_XU_LY,2025-11-18 04:15,52,
1993,409,DANG_XU_LY,HOAN_TAT,2025-11-18 09:01,5,
1994,409,HOAN_TAT,DA_DONG,2025-11-18 17:34,25,
1995,410,,MOI,2024-09-08 16:45,21,
1996,410,MOI,DA_PHAN_CONG,2024-09-09 03:15,6,
1997,410,DA_PHAN_CONG,DANG_XU_LY,2024-09-09 17:50,34,
1998,410,DANG_XU_LY,CHO_LINH_KIEN,2024-09-10 02:37,3,
1999,410,CHO_LINH_KIEN,HOAN_TAT,2024-09-10 19:27,38,
2000,410,HOAN_TAT,DA_DONG,2024-09-11 04:17,3,
2001,411,,MOI,2026-05-14 09:15,28,
2002,411,MOI,DA_PHAN_CONG,2026-05-14 10:47,25,
2003,411,DA_PHAN_CONG,DANG_XU_LY,2026-05-14 11:49,27,
2004,411,DANG_XU_LY,HOAN_TAT,2026-05-14 13:39,29,
2005,411,HOAN_TAT,DA_DONG,2026-05-14 15:57,31,
2006,412,,MOI,2026-08-05 15:15,10,
2007,412,MOI,DA_PHAN_CONG,2026-08-06 03:58,52,
2008,412,DA_PHAN_CONG,DANG_XU_LY,2026-08-06 21:29,38,
2009,412,DANG_XU_LY,HOAN_TAT,2026-08-07 06:01,11,
2010,412,HOAN_TAT,DA_DONG,2026-08-07 14:25,37,
2011,413,,MOI,2025-10-11 12:45,57,
2012,413,MOI,DA_PHAN_CONG,2025-10-12 07:50,9,
2013,413,DA_PHAN_CONG,DANG_XU_LY,2025-10-12 22:40,54,
2014,413,DANG_XU_LY,CHO_LINH_KIEN,2025-10-13 07:55,54,
2015,414,,MOI,2025-07-24 13:30,49,
2016,414,MOI,DA_PHAN_CONG,2025-07-25 04:18,38,
2017,414,DA_PHAN_CONG,DANG_XU_LY,2025-07-25 22:20,3,
2018,414,DANG_XU_LY,CHO_LINH_KIEN,2025-07-26 07:27,55,
2019,415,,MOI,2025-04-10 13:30,39,
2020,415,MOI,DA_PHAN_CONG,2025-04-10 14:28,49,
2021,415,DA_PHAN_CONG,DANG_XU_LY,2025-04-10 15:38,22,
2022,415,DANG_XU_LY,CHO_LINH_KIEN,2025-04-10 17:46,13,
2023,415,CHO_LINH_KIEN,HOAN_TAT,2025-04-10 19:03,16,
2024,415,HOAN_TAT,DA_DONG,2025-04-10 21:18,57,
2025,416,,MOI,2026-04-13 08:30,41,
2026,416,MOI,DA_PHAN_CONG,2026-04-13 09:27,60,
2027,416,DA_PHAN_CONG,DANG_XU_LY,2026-04-13 12:10,15,
2028,416,DANG_XU_LY,HOAN_TAT,2026-04-13 14:04,39,
2029,416,HOAN_TAT,DA_DONG,2026-04-13 15:04,23,
2030,417,,MOI,2025-02-07 13:15,45,
2031,417,MOI,DA_PHAN_CONG,2025-02-07 15:54,5,
2032,417,DA_PHAN_CONG,DANG_XU_LY,2025-02-07 22:25,35,
2033,417,DANG_XU_LY,HOAN_TAT,2025-02-08 02:24,38,
2034,417,HOAN_TAT,DA_DONG,2025-02-08 06:01,8,
2035,418,,MOI,2025-07-21 11:00,14,
2036,418,MOI,DA_PHAN_CONG,2025-07-21 11:51,11,
2037,418,DA_PHAN_CONG,DANG_XU_LY,2025-07-21 13:16,58,
2038,418,DANG_XU_LY,HOAN_TAT,2025-07-21 14:57,29,
2039,418,HOAN_TAT,DA_DONG,2025-07-21 17:17,46,
2040,419,,MOI,2025-09-21 11:30,58,
2041,419,MOI,DA_PHAN_CONG,2025-09-21 13:50,44,
2042,419,DA_PHAN_CONG,DANG_XU_LY,2025-09-21 16:10,38,
2043,419,DANG_XU_LY,HOAN_TAT,2025-09-21 18:10,49,
2044,419,HOAN_TAT,DA_DONG,2025-09-21 20:01,19,
2045,420,,MOI,2026-03-19 16:15,4,
2046,420,MOI,DA_PHAN_CONG,2026-03-20 22:54,26,
2047,420,DA_PHAN_CONG,DANG_XU_LY,2026-03-23 02:30,41,
2048,420,DANG_XU_LY,HOAN_TAT,2026-03-24 01:26,13,
2049,420,HOAN_TAT,DA_DONG,2026-03-26 13:05,16,
2050,421,,MOI,2025-05-15 15:00,12,
2051,421,MOI,DA_PHAN_CONG,2025-05-15 17:24,5,
2052,421,DA_PHAN_CONG,DANG_XU_LY,2025-05-15 20:02,43,
2053,421,DANG_XU_LY,HOAN_TAT,2025-05-15 22:11,37,
2054,421,HOAN_TAT,DA_DONG,2025-05-16 03:25,48,
2055,422,,MOI,2025-11-04 11:00,47,
2056,422,MOI,DA_PHAN_CONG,2025-11-04 22:58,57,
2057,422,DA_PHAN_CONG,DANG_XU_LY,2025-11-05 11:28,29,
2058,422,DANG_XU_LY,HOAN_TAT,2025-11-05 18:20,23,
2059,422,HOAN_TAT,DA_DONG,2025-11-06 06:55,48,
2060,423,,MOI,2026-04-11 11:15,55,
2061,423,MOI,DA_PHAN_CONG,2026-04-12 00:49,42,
2062,423,DA_PHAN_CONG,DANG_XU_LY,2026-04-12 14:27,12,
2063,423,DANG_XU_LY,CHO_LINH_KIEN,2026-04-12 20:29,8,
2064,423,CHO_LINH_KIEN,HOAN_TAT,2026-04-13 04:03,18,
2065,423,HOAN_TAT,DA_DONG,2026-04-13 17:49,15,
2066,424,,MOI,2025-08-06 12:15,18,
2067,424,MOI,DA_PHAN_CONG,2025-08-07 12:24,4,
2068,424,DA_PHAN_CONG,DANG_XU_LY,2025-08-08 13:13,43,
2069,424,DANG_XU_LY,HOAN_TAT,2025-08-09 15:26,22,
2070,424,HOAN_TAT,DA_DONG,2025-08-10 13:31,39,
2071,425,,MOI,2025-10-19 12:00,9,
2072,425,MOI,DA_PHAN_CONG,2025-10-20 01:19,35,
2073,425,DA_PHAN_CONG,DANG_XU_LY,2025-10-21 04:06,50,
2074,425,DANG_XU_LY,CHO_LINH_KIEN,2025-10-22 02:54,54,
2075,425,CHO_LINH_KIEN,HOAN_TAT,2025-10-23 00:26,35,
2076,425,HOAN_TAT,DA_DONG,2025-10-23 21:32,60,
2077,426,,MOI,2026-04-04 10:00,7,
2078,426,MOI,DA_PHAN_CONG,2026-04-04 12:04,56,
2079,426,DA_PHAN_CONG,DANG_XU_LY,2026-04-04 13:52,33,
2080,426,DANG_XU_LY,CHO_LINH_KIEN,2026-04-04 15:43,41,
2081,426,CHO_LINH_KIEN,HOAN_TAT,2026-04-04 17:18,56,
2082,426,HOAN_TAT,DA_DONG,2026-04-04 18:37,14,
2083,427,,MOI,2025-07-27 15:15,11,
2084,427,MOI,DA_PHAN_CONG,2025-07-27 20:17,39,
2085,427,DA_PHAN_CONG,DANG_XU_LY,2025-07-27 23:16,13,
2086,427,DANG_XU_LY,HOAN_TAT,2025-07-28 02:29,51,
2087,427,HOAN_TAT,DA_DONG,2025-07-28 08:07,26,
2088,428,,MOI,2024-12-29 16:30,13,
2089,428,MOI,DA_PHAN_CONG,2024-12-29 22:49,47,
