response_id,ticket_id,score,comment,responded_at
451,4341,5,Kỹ thuật viên giải thích rõ ràng,2025-05-14 13:04
452,2777,4,,2025-07-16 20:05
453,3451,4,,2025-10-30 18:08
454,659,5,Dịch vụ tốt sẽ quay lại,2025-06-18 02:48
455,695,5,,2025-09-04 05:56
456,483,5,,2026-06-01 06:39
457,1595,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-08-04 06:52
458,3149,3,Chờ hơi lâu,2024-09-25 20:41
459,3405,3,,2024-12-14 14:40
460,6835,4,Sửa được nhưng phải chờ linh kiện,2024-11-03 15:06
461,6864,4,Sửa được nhưng phải chờ linh kiện,2024-12-01 20:03
462,7567,4,"Ổn, chỉ hơi lâu một chút",2026-06-18 19:23
463,6114,4,,2026-06-28 05:50
464,3344,3,Bình thường,2025-05-28 02:26
465,2988,2,Phải quay lại lần 2 mới xong,2026-04-07 06:20
466,3659,4,"Tốt, giá hơi cao",2025-01-07 22:58
467,3726,4,"Ổn, chỉ hơi lâu một chút",2025-12-26 00:11
468,4174,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-02-09 11:27
469,4568,5,Dịch vụ tốt sẽ quay lại,2025-05-12 00:04
470,417,4,,2025-02-13 06:01
471,1750,2,Gọi điện không ai nghe máy,2025-03-27 16:36
472,7348,3,Tạm được,2025-10-18 07:37
473,4578,3,,2025-05-11 20:26
474,7143,4,"Ổn, chỉ hơi lâu một chút",2025-07-10 09:05
475,3664,5,,2025-09-17 18:46
476,4749,5,Kỹ thuật viên giải thích rõ ràng,2026-07-11 12:58
477,358,5,Trả máy đúng hẹn,2025-12-06 17:04
478,7558,4,,2025-07-11 11:07
479,6656,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-10-07 17:43
480,1792,3,,2025-05-03 21:26
481,7413,5,Dịch vụ tốt sẽ quay lại,2025-12-29 03:11
482,6046,5,"Nhân viên nhiệt tình, sửa nhanh",2025-01-30 02:27
483,7109,5,"Nhân viên nhiệt tình, sửa nhanh",2026-07-30 04:27
484,3143,5,"Nhân viên nhiệt tình, sửa nhanh",2025-02-05 19:02
485,739,5,,2025-06-30 11:03
486,5021,5,"Nhân viên nhiệt tình, sửa nhanh",2025-07-07 05:35
487,2928,5,"Nhân viên nhiệt tình, sửa nhanh",2025-08-22 04:18
488,7416,4,"Ổn, chỉ hơi lâu một chút",2026-03-15 10:18
489,3507,3,Tạm được,2026-08-23 22:06
490,702,5,Trả máy đúng hẹn,2024-12-13 08:53
491,5201,5,Trả máy đúng hẹn,2025-08-13 00:30
492,2996,4,,2025-10-01 11:15
493,3446,5,Dịch vụ tốt sẽ quay lại,2024-12-25 20:43
494,3716,5,Dịch vụ tốt sẽ quay lại,2026-02-05 02:19
495,4881,5,"Rất hài lòng, máy chạy tốt lại",2024-10-13 05:51
496,2900,4,Sửa được nhưng phải chờ linh kiện,2025-11-09 19:29
497,5086,1,,2026-02-10 16:58
498,2761,4,"Tốt, giá hơi cao",2026-01-20 03:00
499,4582,5,,2025-08-18 07:58
500,5607,4,"Tốt, giá hơi cao",2025-08-12 02:49
501,3025,4,,2026-08-03 20:07
502,7046,2,Gọi điện không ai nghe máy,2026-01-15 21:25
503,3308,4,"Ổn, chỉ hơi lâu một chút",2026-07-24 02:53
504,3641,4,Sửa được nhưng phải chờ linh kiện,2025-11-18 06:33
505,3078,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-05-01 20:44
506,2993,5,Kỹ thuật viên giải thích rõ ràng,2026-02-24 07:30
507,7038,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-02-01 02:25
508,7398,3,,2026-01-26 23:00
509,1571,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-11-15 23:12
510,5100,3,Bình thường,2024-11-28 02:30
511,4418,2,Trả máy trễ hẹn 3 ngày,2025-02-06 15:57
512,4653,3,Bình thường,2024-11-28 05:15
513,1870,5,Kỹ thuật viên giải thích rõ ràng,2026-03-23 22:16
514,3470,3,Chờ hơi lâu,2024-10-27 20:44
515,2828,3,Máy sửa xong nhưng vẫn hơi nóng,2025-06-16 02:33
516,3242,5,,2024-10-30 10:33
517,714,4,,2025-02-26 12:23
518,1834,5,,2026-04-05 07:03
519,3226,5,"Rất hài lòng, máy chạy tốt lại",2026-07-20 22:28
520,1889,3,Tạm được,2024-12-10 09:46
521,2331,4,Sửa được nhưng phải chờ linh kiện,2026-06-09 09:11
522,3640,4,"Ổn, chỉ hơi lâu một chút",2025-09-16 21:08
523,6985,2,Trả máy trễ hẹn 3 ngày,2025-06-15 05:41
524,2054,5,Kỹ thuật viên giải thích rõ ràng,2026-09-01 14:57
525,3058,2,Gọi điện không ai nghe máy,2026-06-08 20:58
526,4404,4,"Tốt, giá hơi cao",2024-11-01 11:21
527,6214,4,"Ổn, chỉ hơi lâu một chút",2025-12-27 21:59
528,7011,5,Dịch vụ tốt sẽ quay lại,2025-03-10 08:28
529,5972,1,Thái độ nhân viên không tốt,2025-11-11 00:36
530,984,5,"Rất hài lòng, máy chạy tốt lại",2025-09-06 02:45
531,460,2,Nhân viên trả lời không rõ ràng,2026-01-23 17:11
532,6754,5,"Rất hài lòng, máy chạy tốt lại",2025-12-29 02:01
533,1528,4,"Ổn, chỉ hơi lâu một chút",2026-01-19 10:25
534,5543,2,Nhân viên trả lời không rõ ràng,2025-09-23 15:15
535,3642,3,Chờ hơi lâu,2024-10-24 22:56
536,2781,1,,2026-07-03 18:47
537,3924,5,"Nhân viên nhiệt tình, sửa nhanh",2025-01-09 05:14
538,464,4,"Ổn, chỉ hơi lâu một chút",2026-06-16 04:22
539,1094,5,Kỹ thuật viên giải thích rõ ràng,2025-03-31 05:22
540,884,5,,2024-11-13 17:58
541,5754,5,"Nhân viên nhiệt tình, sửa nhanh",2026-06-09 03:59
542,6140,2,,2025-05-31 06:05
543,559,5,"Rất hài lòng, máy chạy tốt lại",2024-11-13 00:14
544,5103,3,,2026-07-31 00:17
545,5034,5,,2025-01-26 00:16
546,304,5,"Nhân viên nhiệt tình, sửa nhanh",2025-12-07 05:44
547,5007,1,Sửa xong vẫn bị lỗi cũ,2025-04-02 23:37
548,345,5,Kỹ thuật viên giải thích rõ ràng,2025-07-12 10:45
549,6246,3,Bình thường,2025-06-06 07:42
550,7118,3,,2024-09-18 03:13
551,7379,5,,2025-12-19 01:50
552,396,5,Dịch vụ tốt sẽ quay lại,2025-02-20 01:05
553,951,5,,2026-07-13 01:33
554,1770,4,"Ổn, chỉ hơi lâu một chút",2024-09-06 11:19
555,5323,5,"Nhân viên nhiệt tình, sửa nhanh",2026-06-23 06:46
556,6182,5,,2026-04-07 14:49
557,3927,2,Phải quay lại lần 2 mới xong,2025-10-25 20:57
558,4275,3,,2024-12-28 05:00
559,5648,4,"Ổn, chỉ hơi lâu một chút",2025-05-20 19:47
560,3969,1,Thái độ nhân viên không tốt,2024-12-16 17:40
561,3457,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-10-16 04:02
562,4958,3,,2025-02-10 06:16
563,5516,5,,2024-12-03 06:55
564,4962,5,"Rất hài lòng, máy chạy tốt lại",2024-11-25 01:03
565,7119,5,Trả máy đúng hẹn,2025-04-05 16:14
566,1804,4,"Tốt, giá hơi cao",2026-04-10 12:10
567,2410,5,,2025-11-07 20:50
568,2291,3,Bình thường,2025-05-01 03:49
569,2387,4,,2026-08-11 21:39
570,1648,4,"Tốt, giá hơi cao",2025-07-08 09:49
571,3162,5,Trả máy đúng hẹn,2024-11-24 17:35
572,3179,4,,2024-12-07 04:10
573,5383,5,Trả máy đúng hẹn,2024-12-10 11:51
574,5850,5,"Nhân viên nhiệt tình, sửa nhanh",2025-01-03 08:13
575,6112,4,"Ổn, chỉ hơi lâu một chút",2025-12-26 10:58
576,5467,5,,2025-10-12 12:56
577,2145,4,Sửa được nhưng phải chờ linh kiện,2026-01-25 16:31
578,453,5,,2025-09-06 03:31
579,2087,4,"Ổn, chỉ hơi lâu một chút",2026-06-20 23:35
580,1863,5,"Rất hài lòng, máy chạy tốt lại",2024-10-11 01:23
581,2646,1,,2026-01-10 20:47
582,969,5,"Rất hài lòng, máy chạy tốt lại",2025-09-22 07:44
583,6075,5,,2026-04-29 22:42
584,5248,5,,2026-08-19 04:10
585,372,5,,2026-08-05 09:27
586,7377,5,Kỹ thuật viên giải thích rõ ràng,2025-02-18 05:04
587,3074,3,Tạm được,2024-09-17 01:51
588,6321,2,,2025-07-11 00:07
589,7601,5,Trả máy đúng hẹn,2026-04-18 10:59
590,1536,5,,2024-12-30 04:31
591,4616,5,,2025-08-20 23:35
592,4964,5,,2025-05-27 07:08
593,5924,3,Máy sửa xong nhưng vẫn hơi nóng,2025-10-04 11:46
594,5833,5,Dịch vụ tốt sẽ quay lại,2025-10-04 10:11
595,3945,4,Sửa được nhưng phải chờ linh kiện,2025-04-15 17:26
596,5163,5,Kỹ thuật viên giải thích rõ ràng,2026-08-16 05:52
597,5400,5,Dịch vụ tốt sẽ quay lại,2024-09-27 20:26
598,5148,3,Máy sửa xong nhưng vẫn hơi nóng,2025-10-16 04:25
599,1945,5,Dịch vụ tốt sẽ quay lại,2026-07-27 06:45
600,3444,2,Nhân viên trả lời không rõ ràng,2025-02-13 21:00
601,487,5,,2025-03-20 13:12
602,3160,1,,2025-07-11 13:10
603,7246,5,Kỹ thuật viên giải thích rõ ràng,2025-02-06 10:01
604,6671,5,,2026-04-11 06:03
605,3398,5,"Rất hài lòng, máy chạy tốt lại",2026-08-30 17:14
606,6662,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-02-03 14:06
607,6957,4,"Tốt, giá hơi cao",2025-03-24 17:26
608,111,4,"Tốt, giá hơi cao",2025-01-05 23:52
609,1452,2,Nhân viên trả lời không rõ ràng,2025-11-13 23:52
610,3686,5,Dịch vụ tốt sẽ quay lại,2026-01-05 00:46
611,3556,3,Máy sửa xong nhưng vẫn hơi nóng,2026-04-25 02:22
612,2001,5,Kỹ thuật viên giải thích rõ ràng,2026-07-08 11:24
613,2713,1,Trễ hẹn cả tuần không ai báo,2026-04-17 08:48
614,5986,3,,2025-04-25 03:28
615,7527,5,,2024-12-22 07:49
616,683,3,Bình thường,2025-07-19 05:52
617,2216,5,Dịch vụ tốt sẽ quay lại,2026-02-01 02:09
618,3068,5,,2026-02-10 17:53
619,5179,5,,2025-09-15 15:57
620,4403,3,Chờ hơi lâu,2026-02-03 18:48
621,570,5,,2026-06-01 06:25
622,4001,5,Trả máy đúng hẹn,2025-08-25 05:48
623,5679,1,Thái độ nhân viên không tốt,2024-10-15 20:05
624,1333,2,Gọi điện không ai nghe máy,2026-03-11 18:46
625,7739,4,"Ổn, chỉ hơi lâu một chút",2026-04-13 16:23
626,5997,5,Kỹ thuật viên giải thích rõ ràng,2026-03-15 02:52
627,7204,3,Tạm được,2026-03-15 00:54
628,3764,4,Sửa được nhưng phải chờ linh kiện,2024-12-28 15:41
629,1394,5,,2026-04-05 09:26
630,2288,3,Bình thường,2025-09-21 17:25
631,4508,5,"Rất hài lòng, máy chạy tốt lại",2025-06-22 02:53
632,2959,4,Sửa được nhưng phải chờ linh kiện,2026-06-28 12:24
633,880,5,"Nhân viên nhiệt tình, sửa nhanh",2026-03-12 00:42
634,5005,5,"Nhân viên nhiệt tình, sửa nhanh",2024-12-24 01:04
635,7735,3,Bình thường,2025-11-03 02:17
636,3231,3,Chờ hơi lâu,2025-01-19 14:29
637,5715,2,Nhân viên trả lời không rõ ràng,2026-07-03 06:43
638,6323,4,,2026-01-17 03:42
639,3146,5,,2026-01-01 17:50
640,7312,4,"Tốt, giá hơi cao",2024-09-26 09:35
641,3721,2,Gọi điện không ai nghe máy,2024-09-02 13:44
642,2611,5,Trả máy đúng hẹn,2025-02-05 11:24
643,904,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-03-17 02:36
644,856,4,"Ổn, chỉ hơi lâu một chút",2026-03-13 11:36
645,7304,4,"Ổn, chỉ hơi lâu một chút",2025-09-05 14:37
646,3967,5,,2026-01-28 23:57
647,2648,3,Bình thường,2025-06-06 06:51
648,3164,5,Kỹ thuật viên giải thích rõ ràng,2025-11-29 10:34
649,6832,4,Sửa được nhưng phải chờ linh kiện,2025-02-04 01:15
650,6476,3,Chờ hơi lâu,2026-07-17 08:28
651,4073,5,Trả máy đúng hẹn,2025-02-24 03:43
652,5934,5,Kỹ thuật viên giải thích rõ ràng,2025-04-11 02:56
653,6412,5,Trả máy đúng hẹn,2024-11-20 21:03
654,1931,5,Kỹ thuật viên giải thích rõ ràng,2025-10-16 05:41
655,5089,4,"Ổn, chỉ hơi lâu một chút",2024-11-10 02:57
656,363,1,,2025-07-25 13:21
657,3071,3,,2024-12-31 15:43
658,5863,2,,2026-01-08 22:01
659,4681,3,Tạm được,2025-08-16 02:44
660,2172,3,,2025-05-08 15:24
661,6506,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-12-27 08:45
662,7077,1,Thái độ nhân viên không tốt,2025-03-05 21:25
663,4783,5,Dịch vụ tốt sẽ quay lại,2026-03-13 05:21
664,6362,4,,2025-11-30 17:43
665,4780,4,,2026-06-26 19:36
666,7622,4,,2026-03-15 04:43
667,4089,5,,2025-03-30 04:46
668,290,3,Máy sửa xong nhưng vẫn hơi nóng,2024-09-29 07:28
669,4649,5,"Rất hài lòng, máy chạy tốt lại",2024-09-08 09:03
670,3110,3,,2026-08-11 11:54
671,2899,2,Trả máy trễ hẹn 3 ngày,2025-01-11 00:19
672,6875,2,Trả máy trễ hẹn 3 ngày,2025-09-01 07:49
673,1783,3,Chờ hơi lâu,2025-11-23 00:12
674,1781,5,Trả máy đúng hẹn,2025-11-05 03:33
675,7001,5,Kỹ thuật viên giải thích rõ ràng,2025-10-25 01:02
676,5638,4,,2026-09-03 16:50
677,5915,5,Trả máy đúng hẹn,2025-09-09 07:04
678,1046,3,Máy sửa xong nhưng vẫn hơi nóng,2025-09-05 07:20
679,3683,5,,2026-06-07 03:47
680,4184,5,Dịch vụ tốt sẽ quay lại,2025-08-25 22:54
681,2077,5,Kỹ thuật viên giải thích rõ ràng,2024-10-15 07:08
682,5257,5,Dịch vụ tốt sẽ quay lại,2025-06-26 08:53
683,4786,4,"Ổn, chỉ hơi lâu một chút",2025-05-30 19:52
684,93,4,Sửa được nhưng phải chờ linh kiện,2026-06-14 17:16
685,7731,4,,2025-08-29 02:40
686,4103,4,"Tốt, giá hơi cao",2026-07-10 23:34
687,3824,2,Phải quay lại lần 2 mới xong,2025-01-15 03:55
688,6800,1,Sửa xong vẫn bị lỗi cũ,2026-08-01 00:25
689,516,2,Trả máy trễ hẹn 3 ngày,2025-02-12 03:13
690,386,4,,2025-09-14 23:19
691,4824,5,Trả máy đúng hẹn,2024-10-12 08:35
692,7176,5,Kỹ thuật viên giải thích rõ ràng,2025-04-14 01:48
693,3395,5,"Rất hài lòng, máy chạy tốt lại",2025-08-05 09:47
694,754,4,,2026-07-18 20:49
695,5304,4,"Ổn, chỉ hơi lâu một chút",2026-05-14 05:07
696,3239,3,Bình thường,2025-05-04 15:30
697,5175,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-04-07 03:43
698,4720,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-09-05 05:34
699,2320,5,"Nhân viên nhiệt tình, sửa nhanh",2026-03-28 23:47
700,6092,5,Kỹ thuật viên giải thích rõ ràng,2026-08-04 01:03
701,5236,4,"Tốt, giá hơi cao",2025-11-12 09:45
702,1866,4,,2025-03-29 01:37
703,2757,4,Sửa được nhưng phải chờ linh kiện,2026-07-26 07:48
704,7275,4,,2026-08-13 22:21
705,7473,2,Nhân viên trả lời không rõ ràng,2026-07-03 01:47
706,5621,4,Sửa được nhưng phải chờ linh kiện,2025-05-29 21:29
707,3930,5,"Nhân viên nhiệt tình, sửa nhanh",2024-12-07 22:18
708,2297,5,"Nhân viên nhiệt tình, sửa nhanh",2024-10-28 01:18
709,5520,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-10-26 22:48
710,143,5,Dịch vụ tốt sẽ quay lại,2026-08-17 04:42
711,2079,5,Dịch vụ tốt sẽ quay lại,2026-01-26 20:24
712,6808,4,,2025-10-20 07:28
713,2916,3,,2024-11-21 00:42
714,6766,3,Máy sửa xong nhưng vẫn hơi nóng,2026-06-29 16:22
715,5983,5,Kỹ thuật viên giải thích rõ ràng,2026-01-08 04:53
716,64,5,Kỹ thuật viên giải thích rõ ràng,2024-12-27 05:27
717,5937,4,Sửa được nhưng phải chờ linh kiện,2026-03-05 14:08
718,4479,3,,2025-04-02 08:06
719,2048,5,,2025-11-19 02:48
720,1805,5,,2026-06-23 08:33
721,3053,5,Dịch vụ tốt sẽ quay lại,2026-02-05 12:11
722,1050,4,,2026-03-05 14:43
723,114,5,"Nhân viên nhiệt tình, sửa nhanh",2025-10-07 22:17
724,5558,5,Trả máy đúng hẹn,2026-03-25 23:06
725,3180,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-09-04 07:58
726,6156,5,"Nhân viên nhiệt tình, sửa nhanh",2025-10-24 19:39
727,7461,4,Sửa được nhưng phải chờ linh kiện,2025-05-09 22:37
728,1064,4,"Ổn, chỉ hơi lâu một chút",2026-07-28 06:47
729,5630,5,,2024-12-15 03:56
730,5866,4,,2026-05-27 16:18
731,6941,4,"Ổn, chỉ hơi lâu một chút",2026-04-03 02:54
732,2912,2,Nhân viên trả lời không rõ ràng,2026-06-18 11:48
733,3733,3,Chờ hơi lâu,2025-08-27 21:55
734,6880,5,Kỹ thuật viên giải thích rõ ràng,2026-06-10 02:11
735,809,3,,2025-04-03 08:50
736,3746,5,Dịch vụ tốt sẽ quay lại,2024-10-18 07:46
737,5790,3,Chờ hơi lâu,2026-05-08 01:47
738,3281,1,Trễ hẹn cả tuần không ai báo,2026-03-19 14:50
739,4326,3,Tạm được,2024-10-22 01:20
740,6943,3,,2026-04-04 21:01
741,7023,2,Phải quay lại lần 2 mới xong,2026-01-08 05:48
742,1269,5,,2025-12-02 19:15
743,2507,3,Bình thường,2026-05-31 20:29
744,7695,2,Phải quay lại lần 2 mới xong,2024-12-06 11:02
745,2541,5,Kỹ thuật viên giải thích rõ ràng,2026-01-15 06:35
746,2728,4,,2025-12-03 05:34
747,7309,5,Dịch vụ tốt sẽ quay lại,2025-02-04 00:42
748,7008,4,Sửa được nhưng phải chờ linh kiện,2024-10-28 04:56
749,4094,5,,2026-06-10 03:01
750,6216,3,,2025-12-31 11:59
751,3221,5,"Nhân viên nhiệt tình, sửa nhanh",2025-11-28 11:52
752,2340,5,"Rất hài lòng, máy chạy tốt lại",2025-12-11 12:59
753,3727,4,"Tốt, giá hơi cao",2025-02-15 06:37
754,2053,5,"Rất hài lòng, máy chạy tốt lại",2025-07-09 09:25
755,4238,4,Sửa được nhưng phải chờ linh kiện,2025-05-07 08:03
756,6367,5,Dịch vụ tốt sẽ quay lại,2026-08-18 19:20
757,3322,5,"Nhân viên nhiệt tình, sửa nhanh",2026-03-02 02:00
758,4988,5,"Nhân viên nhiệt tình, sửa nhanh",2024-09-01 19:11
759,7292,4,Sửa được nhưng phải chờ linh kiện,2025-08-14 16:42
760,753,4,Sửa được nhưng phải chờ linh kiện,2024-10-13 17:06
761,1714,5,,2026-05-05 09:36
762,7453,2,Phải quay lại lần 2 mới xong,2025-09-17 02:46
763,5192,5,"Rất hài lòng, máy chạy tốt lại",2025-04-26 08:10
764,5298,5,Kỹ thuật viên giải thích rõ ràng,2025-10-25 00:39
765,5765,5,Dịch vụ tốt sẽ quay lại,2026-05-23 19:18
766,4950,5,Dịch vụ tốt sẽ quay lại,2025-01-17 00:19
767,3819,2,,2025-03-19 00:56
768,2234,4,"Tốt, giá hơi cao",2025-10-11 04:56
769,7217,5,"Nhân viên nhiệt tình, sửa nhanh",2025-03-13 08:57
770,5686,5,"Rất hài lòng, máy chạy tốt lại",2026-07-22 08:58
771,1032,2,Nhân viên trả lời không rõ ràng,2025-10-27 20:19
772,5793,3,Chờ hơi lâu,2025-03-06 03:33
773,1308,5,,2026-02-07 21:33
774,5828,5,Kỹ thuật viên giải thích rõ ràng,2025-12-25 04:33
775,2207,3,,2026-05-28 00:09
776,5930,2,,2024-12-18 05:20
777,1673,5,Trả máy đúng hẹn,2025-08-02 16:45
778,1074,4,,2025-01-24 19:59
779,1393,2,Nhân viên trả lời không rõ ràng,2026-05-11 08:33
780,1113,5,Trả máy đúng hẹn,2024-12-06 06:10
781,1730,1,,2025-10-28 00:12
782,4309,4,"Ổn, chỉ hơi lâu một chút",2025-03-01 14:15
783,185,4,"Ổn, chỉ hơi lâu một chút",2024-10-27 18:41
784,1057,4,,2024-10-06 20:38
785,183,5,,2025-10-07 15:56
786,7306,4,"Ổn, chỉ hơi lâu một chút",2026-06-19 20:22
787,5498,4,"Tốt, giá hơi cao",2025-10-02 17:44
788,4685,3,,2025-03-03 05:41
789,4861,4,"Tốt, giá hơi cao",2025-09-08 02:51
790,5538,3,Tạm được,2024-11-04 19:43
791,4431,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2024-11-22 09:27
792,2437,2,Nhân viên trả lời không rõ ràng,2025-02-23 01:00
793,1618,5,,2025-04-09 04:55
794,5881,2,,2026-03-28 09:20
795,4598,5,"Rất hài lòng, máy chạy tốt lại",2025-04-22 22:11
796,3617,4,Sửa được nhưng phải chờ linh kiện,2025-01-10 02:05
797,3895,5,"Rất hài lòng, máy chạy tốt lại",2026-03-22 07:51
798,6547,5,Trả máy đúng hẹn,2025-09-07 18:53
799,1018,5,"Nhân viên nhiệt tình, sửa nhanh",2025-11-16 14:12
800,7213,5,Kỹ thuật viên giải thích rõ ràng,2024-10-12 20:58
801,1586,4,Sửa được nhưng phải chờ linh kiện,2024-12-19 06:43
802,1202,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-07-25 22:15
803,6049,4,Sửa được nhưng phải chờ linh kiện,2024-11-02 10:52
804,2534,5,"Nhân viên nhiệt tình, sửa nhanh",2026-01-09 12:45
805,26,5,Trả máy đúng hẹn,2026-03-31 00:30
806,3291,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-05-03 22:42
807,1827,5,"Rất hài lòng, máy chạy tốt lại",2025-10-11 02:42
808,3026,5,Kỹ thuật viên giải thích rõ ràng,2025-07-04 22:18
809,6403,3,Bình thường,2025-10-17 18:04
810,6421,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-04-14 09:57
811,2368,5,,2025-08-27 20:15
812,1068,3,,2026-05-02 19:29
813,5237,2,Phải quay lại lần 2 mới xong,2025-03-22 14:20
814,696,4,,2025-11-05 10:44
815,3635,4,Sửa được nhưng phải chờ linh kiện,2024-11-29 19:58
816,4187,5,Trả máy đúng hẹn,2026-07-07 17:15
817,817,3,,2024-09-03 18:53
818,5297,4,,2026-05-21 17:32
819,6993,3,Chờ hơi lâu,2025-08-02 00:09
820,4405,5,"Rất hài lòng, máy chạy tốt lại",2025-08-12 01:06
821,7127,3,Máy sửa xong nhưng vẫn hơi nóng,2025-02-10 17:44
822,2891,5,"Rất hài lòng, máy chạy tốt lại",2025-05-01 00:47
823,966,5,,2025-10-27 17:44
824,921,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-02-28 07:06
825,3406,2,Gọi điện không ai nghe máy,2025-03-10 23:02
826,4907,5,Dịch vụ tốt sẽ quay lại,2026-06-12 02:01
827,5285,5,,2026-05-02 02:11
828,3075,5,Kỹ thuật viên giải thích rõ ràng,2024-09-28 21:33
829,3594,3,,2026-02-11 05:34
830,1894,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-08-27 01:47
831,7782,5,Trả máy đúng hẹn,2026-03-11 23:51
832,1372,3,Máy sửa xong nhưng vẫn hơi nóng,2025-11-27 09:16
833,5527,5,"Nhân viên nhiệt tình, sửa nhanh",2026-05-20 04:38
834,361,5,Trả máy đúng hẹn,2024-10-23 23:41
835,110,2,,2025-03-23 11:57
836,2435,5,Dịch vụ tốt sẽ quay lại,2024-12-01 05:51
837,3940,5,Kỹ thuật viên giải thích rõ ràng,2026-05-15 19:10
838,4230,3,,2026-03-09 00:29
839,4708,5,"Nhân viên nhiệt tình, sửa nhanh",2025-12-13 18:24
840,1638,4,"Tốt, giá hơi cao",2025-01-14 03:30
841,3718,3,Máy sửa xong nhưng vẫn hơi nóng,2024-12-20 07:08
842,2343,3,Máy sửa xong nhưng vẫn hơi nóng,2024-12-11 00:13
843,5170,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-02-18 21:08
844,1122,5,"Nhân viên nhiệt tình, sửa nhanh",2025-07-13 18:31
845,5242,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2026-01-06 00:02
846,2768,4,"Tốt, giá hơi cao",2026-03-23 21:49
847,3503,5,"Rất hài lòng, máy chạy tốt lại",2024-11-11 08:58
848,4232,2,Gọi điện không ai nghe máy,2025-02-02 20:50
849,3994,4,"Tốt, giá hơi cao",2025-03-16 07:08
850,3305,5,"Nhân viên nhiệt tình, sửa nhanh",2025-12-30 07:32
851,2962,3,Bình thường,2025-09-01 02:59
852,1274,5,Kỹ thuật viên giải thích rõ ràng,2025-03-08 05:01
853,4023,3,Tạm được,2026-04-05 10:38
854,4542,5,"Rất hài lòng, máy chạy tốt lại",2024-12-24 20:39
855,1380,4,Sửa được nhưng phải chờ linh kiện,2025-11-24 05:47
856,5625,3,,2025-07-17 18:18
857,1422,4,"Ổn, chỉ hơi lâu một chút",2025-03-29 08:39
858,1399,4,Sửa được nhưng phải chờ linh kiện,2026-08-29 21:28
859,737,4,"Ổn, chỉ hơi lâu một chút",2026-08-12 12:06
860,5743,1,Trễ hẹn cả tuần không ai báo,2024-09-23 12:41
861,4496,3,Chờ hơi lâu,2026-03-10 02:41
862,5643,3,Máy sửa xong nhưng vẫn hơi nóng,2026-03-30 16:15
863,5548,4,Sửa được nhưng phải chờ linh kiện,2026-05-31 14:58
864,2068,5,"Nhân viên nhiệt tình, sửa nhanh",2025-09-07 20:50
865,7256,3,,2024-12-26 07:14
866,3949,2,Trả máy trễ hẹn 3 ngày,2024-10-17 22:16
867,4013,3,Máy sửa xong nhưng vẫn hơi nóng,2024-11-17 01:21
868,670,1,Thái độ nhân viên không tốt,2026-08-02 03:57
869,2154,4,Sửa được nhưng phải chờ linh kiện,2026-08-17 22:25
870,7672,5,Trả máy đúng hẹn,2024-10-11 17:45
871,7644,5,,2024-12-28 10:19
872,470,4,,2025-12-29 14:43
873,5462,5,,2024-10-22 02:22
874,1330,5,,2025-04-18 00:34
875,2385,4,,2024-12-31 00:45
876,940,5,"Rất hài lòng, máy chạy tốt lại",2025-10-27 09:04
877,4611,5,,2025-05-06 04:15
878,4919,2,,2025-01-13 14:32
879,3171,5,Kỹ thuật viên giải thích rõ ràng,2026-01-31 03:23
880,6149,5,Trả máy đúng hẹn,2026-06-14 20:57
881,4758,1,Sửa xong vẫn bị lỗi cũ,2025-08-28 18:58
882,1161,3,Bình thường,2026-05-18 08:22
883,4698,3,Chờ hơi lâu,2024-09-10 13:50
884,3738,3,Máy sửa xong nhưng vẫn hơi nóng,2025-05-29 08:47
885,1402,3,Máy sửa xong nhưng vẫn hơi nóng,2026-07-16 07:27
886,463,5,,2024-12-05 21:21
887,7475,2,Nhân viên trả lời không rõ ràng,2025-03-12 07:08
888,3032,3,Tạm được,2026-05-09 23:41
889,4760,2,Nhân viên trả lời không rõ ràng,2026-02-24 13:57
890,5580,4,Hài lòng nhưng chỗ ngồi chờ hơi chật,2025-01-24 22:18
891,373,5,Trả máy đúng hẹn,2024-12-10 11:14
892,2964,3,Chờ hơi lâu,2024-09-18 11:44
